ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2568,กุมภาพันธ์,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,41197
2568,กุมภาพันธ์,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1635
2568,กุมภาพันธ์,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,10013
2568,กุมภาพันธ์,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,5
2568,กุมภาพันธ์,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,288
2568,กุมภาพันธ์,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,18
2568,กุมภาพันธ์,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,31
2568,กุมภาพันธ์,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,31
2568,กุมภาพันธ์,รถยนต์,รย. 12 รถจักรยานยนต์,165128
2568,กุมภาพันธ์,รถยนต์,รย. 13 รถแทร็กเตอร์,4225
2568,กุมภาพันธ์,รถยนต์,รย. 14 รถบดถนน,50
2568,กุมภาพันธ์,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,23
2568,กุมภาพันธ์,รถยนต์,รย. 16 รถพ่วง,65
2568,กุมภาพันธ์,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,100
2568,กุมภาพันธ์,รถขนส่ง,รถโดยสารประจำทาง,94
2568,กุมภาพันธ์,รถขนส่ง,รถโดยสารไม่ประจำทาง,339
2568,กุมภาพันธ์,รถขนส่ง,รถโดยสารส่วนบุคคล,23
2568,กุมภาพันธ์,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2125
2568,กุมภาพันธ์,รถขนส่ง,รถบรรทุกส่วนบุคคล,1789
