ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,ตุลาคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,34865
2567,ตุลาคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1540
2567,ตุลาคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8627
2567,ตุลาคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,3
2567,ตุลาคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,255
2567,ตุลาคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,14
2567,ตุลาคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,5
2567,ตุลาคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,18
2567,ตุลาคม,รถยนต์,รย. 12 รถจักรยานยนต์,160530
2567,ตุลาคม,รถยนต์,รย. 13 รถแทร็กเตอร์,3896
2567,ตุลาคม,รถยนต์,รย. 14 รถบดถนน,67
2567,ตุลาคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,28
2567,ตุลาคม,รถยนต์,รย. 16 รถพ่วง,71
2567,ตุลาคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,90
2567,ตุลาคม,รถขนส่ง,รถโดยสารประจำทาง,91
2567,ตุลาคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,329
2567,ตุลาคม,รถขนส่ง,รถโดยสารส่วนบุคคล,27
2567,ตุลาคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2318
2567,ตุลาคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2743
