ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,มิถุนายน,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,44847
2567,มิถุนายน,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1725
2567,มิถุนายน,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,9940
2567,มิถุนายน,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,8
2567,มิถุนายน,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,257
2567,มิถุนายน,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,36
2567,มิถุนายน,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,5
2567,มิถุนายน,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,42
2567,มิถุนายน,รถยนต์,รย. 12 รถจักรยานยนต์,169137
2567,มิถุนายน,รถยนต์,รย. 13 รถแทร็กเตอร์,5746
2567,มิถุนายน,รถยนต์,รย. 14 รถบดถนน,36
2567,มิถุนายน,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,21
2567,มิถุนายน,รถยนต์,รย. 16 รถพ่วง,64
2567,มิถุนายน,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,84
2567,มิถุนายน,รถขนส่ง,รถโดยสารประจำทาง,93
2567,มิถุนายน,รถขนส่ง,รถโดยสารไม่ประจำทาง,290
2567,มิถุนายน,รถขนส่ง,รถโดยสารส่วนบุคคล,47
2567,มิถุนายน,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2487
2567,มิถุนายน,รถขนส่ง,รถบรรทุกส่วนบุคคล,2186
