ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2567,มกราคม,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,66790
2567,มกราคม,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1546
2567,มกราคม,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,12762
2567,มกราคม,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,6
2567,มกราคม,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,385
2567,มกราคม,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,12
2567,มกราคม,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,95
2567,มกราคม,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,236
2567,มกราคม,รถยนต์,รย. 12 รถจักรยานยนต์,171751
2567,มกราคม,รถยนต์,รย. 13 รถแทร็กเตอร์,5489
2567,มกราคม,รถยนต์,รย. 14 รถบดถนน,52
2567,มกราคม,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,21
2567,มกราคม,รถยนต์,รย. 16 รถพ่วง,58
2567,มกราคม,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,96
2567,มกราคม,รถขนส่ง,รถโดยสารประจำทาง,99
2567,มกราคม,รถขนส่ง,รถโดยสารไม่ประจำทาง,515
2567,มกราคม,รถขนส่ง,รถโดยสารส่วนบุคคล,36
2567,มกราคม,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2406
2567,มกราคม,รถขนส่ง,รถบรรทุกส่วนบุคคล,2440
