ปี พ.ศ.,เดือน,ประเภทกฏหมาย,ประเภทรถ,จำนวน
2568,มิถุนายน,รถยนต์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,47678
2568,มิถุนายน,รถยนต์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1723
2568,มิถุนายน,รถยนต์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8685
2568,มิถุนายน,รถยนต์,รย. 4 รถยนต์สามล้อส่วนบุคคล,6
2568,มิถุนายน,รถยนต์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,516
2568,มิถุนายน,รถยนต์,รย. 8 รถยนต์รับจ้างสามล้อ,14
2568,มิถุนายน,รถยนต์,รย. 9 รถยนต์บริการธุรกิจ,34
2568,มิถุนายน,รถยนต์,รย. 10 รถยนต์บริการทัศนาจร,80
2568,มิถุนายน,รถยนต์,รย. 12 รถจักรยานยนต์,174161
2568,มิถุนายน,รถยนต์,รย. 13 รถแทร็กเตอร์,5220
2568,มิถุนายน,รถยนต์,รย. 14 รถบดถนน,58
2568,มิถุนายน,รถยนต์,รย. 15 รถใช้ในงานเกษตรกรรม,12
2568,มิถุนายน,รถยนต์,รย. 16 รถพ่วง,58
2568,มิถุนายน,รถยนต์,รย. 17 รถจักรยานยนต์สาธารณะ,99
2568,มิถุนายน,รถขนส่ง,รถโดยสารประจำทาง,81
2568,มิถุนายน,รถขนส่ง,รถโดยสารไม่ประจำทาง,290
2568,มิถุนายน,รถขนส่ง,รถโดยสารส่วนบุคคล,52
2568,มิถุนายน,รถขนส่ง,รถบรรทุกไม่ประจำทาง,2284
2568,มิถุนายน,รถขนส่ง,รถบรรทุกส่วนบุคคล,2099
