ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ,
2566,กรกฎาคม,กาฬสินธุ์,รย. 15 รถใช้ในงานเกษตรกรรม,3,0,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,กาฬสินธุ์,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,กาฬสินธุ์,รย. 17 รถจักรยานยนต์สาธารณะ,1,1,0,0,0,0,0,0,1,0,0,0,
2566,กรกฎาคม,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6012,4997,195,7,0,274,7,472,4,2,60,508,
2566,กรกฎาคม,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,192,146,0,1,1,7,0,8,0,0,7,16,
2566,กรกฎาคม,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5286,4392,133,14,0,198,3,434,3,0,126,458,
2566,กรกฎาคม,กำแพงเพชร,รย. 12 รถจักรยานยนต์,12119,10932,835,145,0,399,3,726,19,0,65,545,
2566,กรกฎาคม,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,692,575,155,18,0,46,1,68,0,0,0,31,
2566,กรกฎาคม,กำแพงเพชร,รย. 14 รถบดถนน,13,11,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,6,0,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,กำแพงเพชร,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,4,4,0,0,0,0,0,0,1,0,0,1,
2566,กรกฎาคม,กำแพงเพชร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,1,0,0,0,1,0,0,0,0,0,0,0,
2566,กรกฎาคม,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,20098,16739,1002,30,1,642,46,2009,7,3,219,1758,
2566,กรกฎาคม,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,643,463,17,6,1,26,1,50,4,0,8,56,
2566,กรกฎาคม,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,13407,11027,270,39,5,480,21,1408,7,1,423,1187,
2566,กรกฎาคม,ขอนแก่น,รย. 4 รถยนต์สามล้อส่วนบุคคล,2,0,2,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ขอนแก่น,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,24,22,1,0,0,0,0,1,1,0,0,1,
2566,กรกฎาคม,ขอนแก่น,รย. 8 รถยนต์รับจ้างสามล้อ,13,13,0,0,0,0,0,0,0,0,0,1,
2566,กรกฎาคม,ขอนแก่น,รย. 12 รถจักรยานยนต์,25428,21579,3614,348,0,1167,10,2435,219,1,282,1866,
2566,กรกฎาคม,ขอนแก่น,รย. 13 รถแทร็กเตอร์,568,482,171,8,0,28,1,54,1,0,1,17,
2566,กรกฎาคม,ขอนแก่น,รย. 14 รถบดถนน,32,27,1,0,0,3,0,0,0,0,0,2,
2566,กรกฎาคม,ขอนแก่น,รย. 15 รถใช้ในงานเกษตรกรรม,4,0,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ขอนแก่น,รย. 16 รถพ่วง,2,1,0,0,0,0,0,0,0,0,0,1,
2566,กรกฎาคม,ขอนแก่น,รย. 17 รถจักรยานยนต์สาธารณะ,5,4,0,0,0,0,0,1,0,0,0,0,
2566,กรกฎาคม,จันทบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9078,7721,452,13,0,286,10,680,8,0,92,668,
2566,กรกฎาคม,จันทบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,297,190,1,0,1,9,0,15,1,1,10,23,
2566,กรกฎาคม,จันทบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8602,7536,322,19,2,208,6,593,6,4,232,544,
2566,กรกฎาคม,จันทบุรี,รย. 12 รถจักรยานยนต์,14622,13091,1663,133,1,512,3,831,55,0,73,786,
2566,กรกฎาคม,จันทบุรี,รย. 13 รถแทร็กเตอร์,215,174,44,3,0,8,0,29,0,0,0,12,
2566,กรกฎาคม,จันทบุรี,รย. 14 รถบดถนน,14,9,0,0,0,0,0,1,0,0,0,1,
2566,กรกฎาคม,จันทบุรี,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,จันทบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,24,23,1,0,0,0,0,0,2,0,0,0,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,10720,9354,312,5,0,360,33,664,6,4,131,774,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,407,352,5,5,1,6,1,13,2,1,3,25,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6834,5937,92,12,2,222,13,449,4,1,237,475,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 8 รถยนต์รับจ้างสามล้อ,14,13,0,0,0,0,0,3,0,0,1,1,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 12 รถจักรยานยนต์,14065,12662,1519,129,4,333,7,886,78,0,80,775,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 13 รถแทร็กเตอร์,145,109,10,0,0,7,0,10,1,0,0,7,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 14 รถบดถนน,7,5,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 16 รถพ่วง,4,3,0,0,0,1,0,0,0,0,0,0,
2566,กรกฎาคม,ฉะเชิงเทรา,รย. 17 รถจักรยานยนต์สาธารณะ,56,56,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชลบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,44426,38923,1897,45,2,1024,58,3105,14,2,559,3005,
2566,กรกฎาคม,ชลบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1381,1199,28,19,3,25,2,64,0,0,18,72,
2566,กรกฎาคม,ชลบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,17396,15364,355,26,17,319,18,1151,8,9,444,1202,
2566,กรกฎาคม,ชลบุรี,รย. 4 รถยนต์สามล้อส่วนบุคคล,2,1,0,0,1,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชลบุรี,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,25,23,0,1,0,0,0,2,0,0,3,0,
2566,กรกฎาคม,ชลบุรี,รย. 8 รถยนต์รับจ้างสามล้อ,5,5,0,0,0,0,0,1,0,0,0,0,
2566,กรกฎาคม,ชลบุรี,รย. 12 รถจักรยานยนต์,63559,56917,9784,402,24,942,30,5079,220,0,323,4622,
2566,กรกฎาคม,ชลบุรี,รย. 13 รถแทร็กเตอร์,308,260,51,2,0,6,0,16,1,1,0,13,
2566,กรกฎาคม,ชลบุรี,รย. 14 รถบดถนน,21,18,1,0,0,0,0,0,0,0,0,1,
2566,กรกฎาคม,ชลบุรี,รย. 16 รถพ่วง,13,13,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชลบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,343,321,1,0,12,0,0,2,2,0,1,13,
2566,กรกฎาคม,ชลบุรี,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,6,2,0,0,4,0,0,0,0,0,1,0,
2566,กรกฎาคม,ชัยนาท,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,3107,2528,88,7,0,166,9,225,4,0,34,323,
2566,กรกฎาคม,ชัยนาท,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,106,76,1,1,0,3,0,1,1,0,0,10,
2566,กรกฎาคม,ชัยนาท,รย. 3 รถยนต์บรรทุกส่วนบุคคล,2200,1902,44,6,0,76,7,125,2,0,41,174,
2566,กรกฎาคม,ชัยนาท,รย. 8 รถยนต์รับจ้างสามล้อ,1,0,0,0,0,0,0,0,0,0,0,1,
2566,กรกฎาคม,ชัยนาท,รย. 12 รถจักรยานยนต์,6447,5743,476,54,0,272,3,221,7,0,41,323,
2566,กรกฎาคม,ชัยนาท,รย. 13 รถแทร็กเตอร์,237,177,31,2,0,23,1,16,0,0,0,27,
2566,กรกฎาคม,ชัยนาท,รย. 14 รถบดถนน,6,3,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชัยนาท,รย. 15 รถใช้ในงานเกษตรกรรม,2,0,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชัยนาท,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชัยนาท,รย. 17 รถจักรยานยนต์สาธารณะ,7,7,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชัยภูมิ,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6403,5520,204,6,0,199,9,412,4,1,47,398,
2566,กรกฎาคม,ชัยภูมิ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,231,183,2,1,2,5,0,16,0,1,1,19,
2566,กรกฎาคม,ชัยภูมิ,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6362,5518,82,18,0,208,2,420,5,0,143,430,
2566,กรกฎาคม,ชัยภูมิ,รย. 12 รถจักรยานยนต์,12150,10290,1102,190,0,734,5,816,49,0,90,899,
2566,กรกฎาคม,ชัยภูมิ,รย. 13 รถแทร็กเตอร์,706,575,144,12,0,33,0,83,0,0,3,36,
2566,กรกฎาคม,ชัยภูมิ,รย. 14 รถบดถนน,17,17,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชัยภูมิ,รย. 15 รถใช้ในงานเกษตรกรรม,354,0,0,12,0,0,0,3,1,0,2,5,
2566,กรกฎาคม,ชัยภูมิ,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชัยภูมิ,รย. 17 รถจักรยานยนต์สาธารณะ,5,5,0,0,0,0,0,0,3,0,0,3,
2566,กรกฎาคม,ชุมพร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,5819,5062,244,11,1,121,20,415,3,1,53,296,
2566,กรกฎาคม,ชุมพร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,147,114,0,1,0,2,0,5,0,0,2,3,
2566,กรกฎาคม,ชุมพร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7043,6176,266,22,0,80,2,577,3,0,193,357,
2566,กรกฎาคม,ชุมพร,รย. 12 รถจักรยานยนต์,10155,8846,1605,76,0,394,0,681,25,0,39,560,
2566,กรกฎาคม,ชุมพร,รย. 13 รถแทร็กเตอร์,75,46,5,1,0,2,0,14,0,0,0,5,
2566,กรกฎาคม,ชุมพร,รย. 14 รถบดถนน,13,8,1,0,0,0,0,0,0,0,0,1,
2566,กรกฎาคม,ชุมพร,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชุมพร,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ชุมพร,รย. 17 รถจักรยานยนต์สาธารณะ,17,15,0,0,0,0,0,0,0,0,0,1,
2566,กรกฎาคม,เชียงราย,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,14159,11475,598,12,1,494,25,1558,43,0,261,1231,
2566,กรกฎาคม,เชียงราย,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,565,394,4,2,0,21,1,40,1,1,2,51,
2566,กรกฎาคม,เชียงราย,รย. 3 รถยนต์บรรทุกส่วนบุคคล,10713,9236,237,29,6,220,12,965,17,0,288,613,
2566,กรกฎาคม,เชียงราย,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงราย,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,24,18,0,0,0,0,0,5,0,0,1,0,
2566,กรกฎาคม,เชียงราย,รย. 8 รถยนต์รับจ้างสามล้อ,8,7,0,0,0,0,0,1,0,0,2,2,
2566,กรกฎาคม,เชียงราย,รย. 9 รถยนต์บริการธุรกิจ,4,4,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงราย,รย. 12 รถจักรยานยนต์,26585,24300,2082,217,5,343,13,2032,83,0,150,924,
2566,กรกฎาคม,เชียงราย,รย. 13 รถแทร็กเตอร์,387,312,73,11,0,11,0,36,0,1,9,15,
2566,กรกฎาคม,เชียงราย,รย. 14 รถบดถนน,15,9,0,0,0,1,0,0,0,0,2,1,
2566,กรกฎาคม,เชียงราย,รย. 16 รถพ่วง,5,3,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงราย,รย. 17 รถจักรยานยนต์สาธารณะ,43,38,3,0,4,1,0,1,1,0,0,1,
2566,กรกฎาคม,เชียงราย,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงใหม่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,30594,24922,1373,59,2,985,36,3649,14,19,628,2813,
2566,กรกฎาคม,เชียงใหม่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1044,796,18,14,9,30,1,80,5,1,8,86,
2566,กรกฎาคม,เชียงใหม่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,17015,14384,487,65,11,394,25,1731,18,0,474,1186,
2566,กรกฎาคม,เชียงใหม่,รย. 4 รถยนต์สามล้อส่วนบุคคล,7,7,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงใหม่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,5,4,0,0,0,0,0,1,0,0,0,1,
2566,กรกฎาคม,เชียงใหม่,รย. 8 รถยนต์รับจ้างสามล้อ,53,47,0,6,0,0,0,8,0,4,4,9,
2566,กรกฎาคม,เชียงใหม่,รย. 9 รถยนต์บริการธุรกิจ,19,18,1,0,0,0,0,1,0,0,0,0,
2566,กรกฎาคม,เชียงใหม่,รย. 12 รถจักรยานยนต์,49683,43533,3893,565,0,1543,11,3918,33,2,397,2989,
2566,กรกฎาคม,เชียงใหม่,รย. 13 รถแทร็กเตอร์,249,181,24,3,0,6,0,30,3,0,5,13,
2566,กรกฎาคม,เชียงใหม่,รย. 14 รถบดถนน,39,38,1,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงใหม่,รย. 15 รถใช้ในงานเกษตรกรรม,2,0,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงใหม่,รย. 16 รถพ่วง,11,10,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,เชียงใหม่,รย. 17 รถจักรยานยนต์สาธารณะ,29,26,0,0,0,0,0,0,1,0,0,3,
2566,กรกฎาคม,เชียงใหม่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,3,2,0,0,1,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตรัง,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6570,5362,169,13,0,268,9,583,1,0,101,516,
2566,กรกฎาคม,ตรัง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,157,104,1,1,0,4,1,7,2,0,0,12,
2566,กรกฎาคม,ตรัง,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4256,3618,57,20,1,110,1,358,1,0,74,277,
2566,กรกฎาคม,ตรัง,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,1,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตรัง,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,3,3,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตรัง,รย. 8 รถยนต์รับจ้างสามล้อ,10,10,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตรัง,รย. 11 รถยนต์บริการให้เช่า,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตรัง,รย. 12 รถจักรยานยนต์,13387,11821,1605,195,2,441,156,916,19,0,171,638,
2566,กรกฎาคม,ตรัง,รย. 13 รถแทร็กเตอร์,56,48,3,0,0,6,0,3,0,0,1,1,
2566,กรกฎาคม,ตรัง,รย. 14 รถบดถนน,8,7,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตรัง,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตรัง,รย. 17 รถจักรยานยนต์สาธารณะ,36,35,0,0,0,0,0,1,2,0,0,0,
2566,กรกฎาคม,ตราด,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,2596,2276,89,2,0,67,1,135,1,2,24,129,
2566,กรกฎาคม,ตราด,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,96,76,0,1,1,4,0,1,0,0,2,5,
2566,กรกฎาคม,ตราด,รย. 3 รถยนต์บรรทุกส่วนบุคคล,2502,2213,72,10,0,61,2,147,6,2,53,148,
2566,กรกฎาคม,ตราด,รย. 8 รถยนต์รับจ้างสามล้อ,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตราด,รย. 12 รถจักรยานยนต์,5039,4475,477,60,2,195,2,235,13,1,33,260,
2566,กรกฎาคม,ตราด,รย. 13 รถแทร็กเตอร์,34,27,2,0,0,3,0,1,0,0,0,2,
2566,กรกฎาคม,ตราด,รย. 14 รถบดถนน,7,7,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตราด,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,1,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตราด,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตราด,รย. 17 รถจักรยานยนต์สาธารณะ,5,5,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตาก,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,4347,3716,124,6,0,145,4,295,2,0,56,279,
2566,กรกฎาคม,ตาก,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,191,137,3,1,2,6,0,5,0,0,1,10,
2566,กรกฎาคม,ตาก,รย. 3 รถยนต์บรรทุกส่วนบุคคล,3803,3320,77,10,1,74,2,260,5,1,107,183,
2566,กรกฎาคม,ตาก,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,5,5,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตาก,รย. 12 รถจักรยานยนต์,10914,9330,985,196,0,461,3,535,409,0,58,864,
2566,กรกฎาคม,ตาก,รย. 13 รถแทร็กเตอร์,188,135,30,4,0,10,0,21,0,0,3,7,
2566,กรกฎาคม,ตาก,รย. 14 รถบดถนน,14,6,2,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตาก,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,ตาก,รย. 17 รถจักรยานยนต์สาธารณะ,76,69,0,0,2,0,0,2,2,0,1,10,
2566,กรกฎาคม,นครนายก,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,3216,2774,98,4,0,100,8,200,2,0,41,246,
2566,กรกฎาคม,นครนายก,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,135,109,2,1,2,4,0,5,1,1,3,8,
2566,กรกฎาคม,นครนายก,รย. 3 รถยนต์บรรทุกส่วนบุคคล,1991,1696,39,7,0,71,2,146,5,0,50,175,
2566,กรกฎาคม,นครนายก,รย. 12 รถจักรยานยนต์,5054,4444,640,63,1,288,0,208,3,0,37,342,
2566,กรกฎาคม,นครนายก,รย. 13 รถแทร็กเตอร์,39,32,7,2,0,0,1,2,1,0,1,3,
2566,กรกฎาคม,นครนายก,รย. 14 รถบดถนน,2,1,0,0,0,0,0,1,0,0,0,1,
2566,กรกฎาคม,นครนายก,รย. 16 รถพ่วง,2,1,0,0,0,0,0,0,0,0,0,0,
2566,กรกฎาคม,นครนายก,รย. 17 รถจักรยานยนต์สาธารณะ,14,13,0,0,0,0,0,0,3,0,0,2,
