ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2568,ธันวาคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6043,4990,201,12,3,226,3,509,8,0,32,485
2568,ธันวาคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,228,178,6,3,2,13,0,15,7,1,0,23
2568,ธันวาคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4153,3519,38,16,1,127,1,310,3,0,56,309
2568,ธันวาคม,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,7,6,0,0,0,0,0,0,1,0,0,1
2568,ธันวาคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,7,6,3,0,0,1,0,0,0,0,0,0
2568,ธันวาคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,46,40,2,0,1,0,0,2,0,1,1,2
2568,ธันวาคม,กระบี่,รย. 12 รถจักรยานยนต์,10309,8732,1396,128,3,484,0,864,2,0,64,656
2568,ธันวาคม,กระบี่,รย. 13 รถแทร็กเตอร์,49,37,3,0,0,3,0,2,2,0,0,6
2568,ธันวาคม,กระบี่,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0
2568,ธันวาคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,18,16,0,0,1,0,0,0,0,0,0,1
2568,ธันวาคม,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,54,24,0,0,28,0,0,1,0,0,0,1
2568,ธันวาคม,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,322554,253005,22464,1004,563,3945,472,51378,1113,115,3089,50535
2568,ธันวาคม,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,11462,8231,809,171,22,128,23,2057,109,14,221,1836
2568,ธันวาคม,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,67431,53350,1901,259,63,1206,178,9636,292,11,2040,10217
2568,ธันวาคม,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,33,32,3,1,0,0,0,0,1,0,2,1
2568,ธันวาคม,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,5181,4293,327,59,8,1,4,525,7,0,190,601
2568,ธันวาคม,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),53,37,0,0,0,0,0,1,0,20,6,27
2568,ธันวาคม,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,351,330,0,10,0,0,0,22,0,1,26,36
2568,ธันวาคม,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,21,18,0,0,0,0,0,1,1,0,0,4
2568,ธันวาคม,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,181,156,13,0,5,0,0,16,0,0,3,16
2568,ธันวาคม,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,1,0,0,0,0,0,0,1,0,0,0,0
2568,ธันวาคม,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,239996,204880,36109,2228,304,3640,169,25361,5584,22,1530,28231
2568,ธันวาคม,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,22717,21864,1081,43,0,328,7,753,38,1,13,1015
2568,ธันวาคม,กรุงเทพมหานคร,รย. 14 รถบดถนน,131,104,10,2,0,0,1,8,2,0,0,20
2568,ธันวาคม,กรุงเทพมหานคร,รย. 16 รถพ่วง,205,191,122,0,0,0,0,3,1,0,7,6
2568,ธันวาคม,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,5122,3703,66,6,1347,7,0,106,36,0,31,214
2568,ธันวาคม,กรุงเทพมหานคร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,311,154,0,0,135,0,0,7,0,0,5,16
2568,ธันวาคม,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9213,7902,112,20,1,336,12,486,9,1,104,599
2568,ธันวาคม,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,280,223,0,1,2,7,0,4,1,0,3,12
2568,ธันวาคม,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6833,6051,35,24,0,197,4,297,3,1,155,358
2568,ธันวาคม,กาญจนบุรี,รย. 12 รถจักรยานยนต์,17064,15218,983,189,3,763,4,680,36,0,164,847
2568,ธันวาคม,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,286,243,13,7,0,8,1,21,1,0,6,6
2568,ธันวาคม,กาญจนบุรี,รย. 14 รถบดถนน,10,9,1,0,0,0,0,0,0,0,0,0
