ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2568,มกราคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,7661,6720,327,14,3,211,7,440,2,0,73,430
2568,มกราคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,206,150,4,0,2,8,0,14,9,0,5,23
2568,มกราคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5280,4650,136,13,1,135,6,300,7,0,75,300
2568,มกราคม,กระบี่,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,0,0,0,0,0,0,0,0,0
2568,มกราคม,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,8,8,0,0,0,0,0,0,0,0,0,0
2568,มกราคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,7,6,0,0,0,0,0,1,0,0,0,0
2568,มกราคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,43,38,2,0,0,0,0,3,1,0,0,2
2568,มกราคม,กระบี่,รย. 12 รถจักรยานยนต์,9875,8069,1293,147,0,652,1,836,1,0,103,684
2568,มกราคม,กระบี่,รย. 13 รถแทร็กเตอร์,47,40,3,0,0,3,0,0,0,0,0,3
2568,มกราคม,กระบี่,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2568,มกราคม,กระบี่,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0
2568,มกราคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,17,15,0,0,0,0,0,1,0,0,1,2
2568,มกราคม,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,50,25,0,0,22,0,0,1,0,0,0,1
2568,มกราคม,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,381886,311070,30950,804,524,3874,615,54614,583,184,3468,51260
2568,มกราคม,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,12173,8883,779,120,29,117,35,1971,52,16,250,1833
2568,มกราคม,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,77502,62640,3275,186,91,1291,260,10801,323,24,2166,10617
2568,มกราคม,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,27,26,3,0,0,0,0,0,0,0,1,1
2568,มกราคม,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,6489,5668,166,57,9,4,25,593,5,3,303,413
2568,มกราคม,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),86,86,0,0,0,0,0,2,0,0,11,5
2568,มกราคม,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,723,687,0,7,0,0,0,33,0,7,52,81
2568,มกราคม,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,29,24,0,0,0,0,0,3,0,0,0,4
2568,มกราคม,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,199,185,45,0,3,0,1,11,1,0,5,10
