ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2566,กุมภาพันธ์,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6779,5540,365,14,3,198,5,720,4,0,76,662
2566,กุมภาพันธ์,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,196,137,1,2,0,8,0,16,2,0,1,20
2566,กุมภาพันธ์,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4933,4077,203,17,1,144,2,498,1,0,110,438
2566,กุมภาพันธ์,กระบี่,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,0,0,0,0,0,1,0,0,1
2566,กุมภาพันธ์,กระบี่,รย. 8 รถยนต์รับจ้างสามล้อ,1,0,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,10,10,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,37,35,3,0,0,0,0,1,1,0,0,2
2566,กุมภาพันธ์,กระบี่,รย. 12 รถจักรยานยนต์,9164,7732,1508,200,1,408,0,694,37,0,60,587
2566,กุมภาพันธ์,กระบี่,รย. 13 รถแทร็กเตอร์,65,44,2,0,0,11,0,2,0,0,1,7
2566,กุมภาพันธ์,กระบี่,รย. 14 รถบดถนน,1,1,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กระบี่,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กระบี่,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,27,24,0,0,1,0,0,1,0,0,0,0
2566,กุมภาพันธ์,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,4,3,0,0,1,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,340449,267488,36379,864,218,4212,644,57372,536,133,4290,48730
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,12612,8929,1127,170,19,179,24,2125,116,11,223,1855
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,78818,61063,5266,266,69,1628,455,13382,204,34,2593,11733
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,43,39,5,0,0,0,0,0,1,0,2,5
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,6908,6099,178,76,1,3,6,667,7,10,294,451
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),106,105,0,1,0,0,0,7,0,1,6,5
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,976,932,24,3,0,0,0,71,20,6,69,73
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,15,12,7,0,0,0,0,1,0,0,2,2
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,154,140,27,0,1,0,2,15,1,0,3,14
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,5,5,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,231302,194108,42551,1910,349,4307,431,27977,5715,21,2555,30963
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,17712,16578,1182,18,0,251,8,977,30,1,42,1169
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 14 รถบดถนน,178,139,11,2,0,5,1,12,5,0,2,16
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 16 รถพ่วง,267,148,66,0,0,0,0,7,1,0,1,11
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,5289,4813,79,2,277,2,1,98,28,0,30,212
2566,กุมภาพันธ์,กรุงเทพมหานคร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,118,32,0,0,83,0,0,3,0,0,2,20
2566,กุมภาพันธ์,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9842,8440,312,18,0,336,30,617,4,1,187,629
2566,กุมภาพันธ์,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,258,200,3,1,1,11,0,6,4,0,6,21
2566,กุมภาพันธ์,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7448,6419,172,28,4,272,14,467,14,2,185,485
2566,กุมภาพันธ์,กาญจนบุรี,รย. 12 รถจักรยานยนต์,15990,14297,1358,165,2,638,4,828,72,1,116,836
2566,กุมภาพันธ์,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,232,188,29,4,0,11,0,20,2,0,0,12
2566,กุมภาพันธ์,กาญจนบุรี,รย. 14 รถบดถนน,2,2,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กาญจนบุรี,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,1,0,0,1
2566,กุมภาพันธ์,กาญจนบุรี,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กาญจนบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,34,29,0,0,1,0,0,0,8,0,0,3
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6225,5209,221,12,0,303,30,504,5,0,86,640
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,260,188,3,2,1,12,0,16,3,0,1,26
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6732,5431,78,22,4,363,17,646,9,0,182,786
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 12 รถจักรยานยนต์,9530,8382,1338,158,0,385,4,808,20,0,76,522
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 13 รถแทร็กเตอร์,372,246,109,4,0,21,0,80,1,0,6,21
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 14 รถบดถนน,13,12,0,0,0,0,0,2,0,0,0,2
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 16 รถพ่วง,3,2,0,0,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กาฬสินธุ์,รย. 17 รถจักรยานยนต์สาธารณะ,3,2,0,0,0,0,0,0,1,0,0,1
2566,กุมภาพันธ์,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6635,5417,246,11,1,271,3,668,4,2,76,674
2566,กุมภาพันธ์,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,196,147,0,0,0,9,1,6,2,0,1,18
2566,กุมภาพันธ์,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6236,5130,110,11,0,242,5,639,2,1,123,644
2566,กุมภาพันธ์,กำแพงเพชร,รย. 10 รถยนต์บริการทัศนาจร,1,0,0,0,0,0,0,0,0,0,0,1
2566,กุมภาพันธ์,กำแพงเพชร,รย. 12 รถจักรยานยนต์,13247,12113,1043,133,0,360,7,752,21,0,57,566
2566,กุมภาพันธ์,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,827,658,137,19,0,51,0,97,0,0,4,49
2566,กุมภาพันธ์,กำแพงเพชร,รย. 14 รถบดถนน,10,10,1,0,0,0,0,0,0,0,1,0
2566,กุมภาพันธ์,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,8,0,0,1,0,0,0,0,0,0,0,0
2566,กุมภาพันธ์,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,6,4,0,0,0,0,0,0,1,0,0,1
2566,กุมภาพันธ์,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,22698,18833,1303,32,1,708,46,2442,10,5,233,2382
2566,กุมภาพันธ์,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,623,457,25,4,0,19,1,48,0,0,6,65
2566,กุมภาพันธ์,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,16472,13686,365,45,4,514,25,1717,9,0,419,1648
2566,กุมภาพันธ์,ขอนแก่น,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,19,15,3,0,0,1,0,1,0,0,2,1
2566,กุมภาพันธ์,ขอนแก่น,รย. 8 รถยนต์รับจ้างสามล้อ,6,5,0,0,0,0,0,1,0,0,1,1
2566,กุมภาพันธ์,ขอนแก่น,รย. 9 รถยนต์บริการธุรกิจ,2,1,0,0,0,0,0,0,0,0,0,0
