ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2567,มิถุนายน,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,5975,4990,225,12,4,221,3,490,1,0,84,450
2567,มิถุนายน,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,240,144,5,5,0,10,0,9,14,0,1,35
2567,มิถุนายน,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4471,3889,115,16,1,109,2,308,4,0,87,277
2567,มิถุนายน,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,2,2,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,40,37,2,0,1,0,0,0,0,0,0,1
2567,มิถุนายน,กระบี่,รย. 12 รถจักรยานยนต์,9012,7738,1437,132,4,438,0,630,12,0,74,520
2567,มิถุนายน,กระบี่,รย. 13 รถแทร็กเตอร์,96,85,6,1,0,5,0,1,0,0,0,1
2567,มิถุนายน,กระบี่,รย. 14 รถบดถนน,25,25,0,1,0,0,0,0,0,0,0,0
2567,มิถุนายน,กระบี่,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,8,6,0,0,1,0,0,1,0,0,0,0
2567,มิถุนายน,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,27,11,0,0,13,0,0,0,0,0,1,0
2567,มิถุนายน,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,304133,241016,26257,785,411,3871,606,48764,627,147,3285,45409
2567,มิถุนายน,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,11034,8170,1089,130,21,121,22,1868,98,7,241,1736
2567,มิถุนายน,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,68840,55162,3264,197,87,1364,210,10029,280,16,2590,9795
2567,มิถุนายน,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,44,43,2,1,0,0,0,0,0,0,0,2
2567,มิถุนายน,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,6103,5401,174,57,2,0,16,627,3,1,388,398
2567,มิถุนายน,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),113,112,0,0,0,0,0,1,0,0,13,3
2567,มิถุนายน,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,837,812,23,5,0,0,0,37,0,8,88,82
2567,มิถุนายน,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,11,10,0,0,1,0,0,0,0,0,0,0
2567,มิถุนายน,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,160,139,31,0,3,0,3,17,0,0,5,8
2567,มิถุนายน,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,224335,190435,37209,2057,317,3971,305,24791,6638,18,2434,27915
2567,มิถุนายน,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,17204,16224,1365,25,0,201,11,831,50,0,62,984
2567,มิถุนายน,กรุงเทพมหานคร,รย. 14 รถบดถนน,220,147,10,0,0,3,0,8,3,0,7,15
2567,มิถุนายน,กรุงเทพมหานคร,รย. 16 รถพ่วง,149,135,61,1,0,0,0,2,3,0,3,8
2567,มิถุนายน,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,4341,3858,47,2,402,5,0,52,26,0,29,116
2567,มิถุนายน,กรุงเทพมหานคร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,97,69,0,0,26,0,0,1,0,0,2,2
2567,มิถุนายน,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9711,8399,210,10,0,320,28,543,6,3,134,608
2567,มิถุนายน,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,294,222,4,0,1,9,0,4,7,0,3,16
2567,มิถุนายน,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6627,5799,85,16,3,199,8,340,5,0,135,362
2567,มิถุนายน,กาญจนบุรี,รย. 12 รถจักรยานยนต์,15968,14333,1413,175,3,681,6,700,34,0,115,751
2567,มิถุนายน,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,294,243,20,12,0,7,0,36,2,0,1,6
2567,มิถุนายน,กาญจนบุรี,รย. 14 รถบดถนน,3,3,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กาญจนบุรี,รย. 16 รถพ่วง,4,4,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กาญจนบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,19,14,0,0,0,0,0,0,2,0,0,2
2567,มิถุนายน,กาฬสินธุ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,5804,4976,138,13,0,249,26,368,10,0,67,453
2567,มิถุนายน,กาฬสินธุ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,241,168,3,0,4,5,0,16,2,0,6,22
2567,มิถุนายน,กาฬสินธุ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5556,4700,31,17,0,256,28,398,5,1,162,448
2567,มิถุนายน,กาฬสินธุ์,รย. 12 รถจักรยานยนต์,10215,9146,1481,150,0,342,0,910,8,0,60,464
2567,มิถุนายน,กาฬสินธุ์,รย. 13 รถแทร็กเตอร์,370,296,102,11,0,14,0,58,2,0,6,19
2567,มิถุนายน,กาฬสินธุ์,รย. 14 รถบดถนน,8,8,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กาฬสินธุ์,รย. 15 รถใช้ในงานเกษตรกรรม,2,0,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กาฬสินธุ์,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6062,5228,126,7,0,202,4,425,4,1,56,383
2567,มิถุนายน,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,202,145,1,0,0,10,1,10,2,0,3,15
2567,มิถุนายน,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5524,4758,73,12,1,190,4,346,1,0,123,341
2567,มิถุนายน,กำแพงเพชร,รย. 12 รถจักรยานยนต์,14289,12994,898,170,0,472,2,696,9,1,81,597
2567,มิถุนายน,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,819,640,133,17,0,50,0,104,5,0,3,56
2567,มิถุนายน,กำแพงเพชร,รย. 14 รถบดถนน,9,4,0,0,0,0,0,5,2,0,0,5
2567,มิถุนายน,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,9,0,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กำแพงเพชร,รย. 16 รถพ่วง,2,1,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,3,2,0,0,0,0,0,0,2,0,0,2
2567,มิถุนายน,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,21550,18339,724,29,0,680,37,1838,17,3,205,1846
2567,มิถุนายน,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,688,506,15,2,1,22,1,36,4,2,5,69
2567,มิถุนายน,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,14135,12155,192,39,4,407,8,1105,9,1,351,1112
2567,มิถุนายน,ขอนแก่น,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,25,20,1,0,0,0,2,3,1,0,3,2
2567,มิถุนายน,ขอนแก่น,รย. 8 รถยนต์รับจ้างสามล้อ,2,1,0,0,0,0,0,1,0,0,1,0
2567,มิถุนายน,ขอนแก่น,รย. 12 รถจักรยานยนต์,28288,24760,3904,571,0,1011,12,2087,216,0,206,1756
2567,มิถุนายน,ขอนแก่น,รย. 13 รถแทร็กเตอร์,747,592,153,10,0,33,0,110,0,0,0,38
2567,มิถุนายน,ขอนแก่น,รย. 14 รถบดถนน,30,28,0,0,0,0,0,1,0,0,0,0
2567,มิถุนายน,ขอนแก่น,รย. 15 รถใช้ในงานเกษตรกรรม,4,0,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,ขอนแก่น,รย. 16 รถพ่วง,3,2,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,ขอนแก่น,รย. 17 รถจักรยานยนต์สาธารณะ,1,1,0,0,0,0,0,0,0,0,0,0
2567,มิถุนายน,จันทบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9611,8109,288,11,0,320,8,740,6,3,93,752
2567,มิถุนายน,จันทบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,279,212,2,5,1,8,0,14,0,0,2,20
2567,มิถุนายน,จันทบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,9225,8070,181,19,0,234,5,635,6,4,267,574
2567,มิถุนายน,จันทบุรี,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,0,0,0,0,0,0,0,1,0,0,1
