ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2568,กันยายน,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6668,5619,277,10,6,232,7,479,5,0,30,433
2568,กันยายน,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,198,158,3,6,6,7,0,14,6,0,1,21
2568,กันยายน,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4687,4060,96,27,0,120,4,322,2,0,62,273
2568,กันยายน,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,2,2,0,0,0,0,0,0,0,0,1,0
2568,กันยายน,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,6,4,0,0,1,0,0,1,0,0,0,0
2568,กันยายน,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,47,43,1,0,1,0,0,2,0,0,0,0
2568,กันยายน,กระบี่,รย. 12 รถจักรยานยนต์,9648,7868,1416,130,4,494,1,987,1,0,58,696
2568,กันยายน,กระบี่,รย. 13 รถแทร็กเตอร์,70,55,2,2,0,4,0,0,0,0,0,6
2568,กันยายน,กระบี่,รย. 14 รถบดถนน,3,0,0,0,0,0,0,0,0,0,0,0
2568,กันยายน,กระบี่,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0
2568,กันยายน,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,22,16,0,0,7,0,0,0,0,0,0,0
2568,กันยายน,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,70,35,0,0,32,0,0,0,0,0,0,0
2568,กันยายน,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,334594,262021,24263,1015,654,4332,417,52383,1027,147,3245,54450
2568,กันยายน,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,12384,9062,841,149,36,123,25,2102,128,6,186,2062
2568,กันยายน,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,71398,56157,2567,325,64,1451,158,10245,389,22,2190,11233
2568,กันยายน,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,33,32,2,0,0,0,0,0,0,0,4,1
2568,กันยายน,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,5792,4559,383,60,11,1,15,689,4,3,394,796
2568,กันยายน,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),89,87,0,0,0,0,0,5,0,0,5,8
2568,กันยายน,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,396,372,0,5,0,0,0,24,2,2,19,49
2568,กันยายน,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,15,8,1,0,0,0,0,0,0,0,0,7
2568,กันยายน,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,175,127,15,0,9,1,0,37,0,0,2,12
2568,กันยายน,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,10,10,0,0,0,0,0,0,0,0,0,0
2568,กันยายน,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,247240,208549,39845,2234,303,3976,195,26811,7726,23,1575,32218
2568,กันยายน,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,17929,16921,1292,39,0,243,9,740,43,2,43,936
2568,กันยายน,กรุงเทพมหานคร,รย. 14 รถบดถนน,249,171,10,1,0,3,0,12,4,0,13,29
