ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2566,ตุลาคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6456,5330,230,17,1,208,11,552,3,0,77,523
2566,ตุลาคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,252,169,6,3,4,15,1,12,15,0,1,37
2566,ตุลาคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4889,4196,113,16,3,121,2,366,7,0,104,310
2566,ตุลาคม,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,7,6,4,0,0,0,0,0,0,0,0,1
2566,ตุลาคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,9,4,0,0,0,0,0,4,0,0,0,5
2566,ตุลาคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,33,23,2,0,1,1,1,4,0,0,0,3
2566,ตุลาคม,กระบี่,รย. 12 รถจักรยานยนต์,9393,7949,1159,273,0,445,5,695,138,0,67,556
2566,ตุลาคม,กระบี่,รย. 13 รถแทร็กเตอร์,46,26,0,0,0,3,0,2,0,0,0,10
2566,ตุลาคม,กระบี่,รย. 14 รถบดถนน,2,2,0,0,0,0,0,0,0,0,0,0
2566,ตุลาคม,กระบี่,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0
2566,ตุลาคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,17,16,0,0,0,0,0,1,0,0,0,0
2566,ตุลาคม,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,20,4,0,0,14,0,0,0,0,0,0,2
