ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2568,สิงหาคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6264,5276,221,11,6,248,9,441,1,1,65,424
2568,สิงหาคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,221,163,2,12,4,11,0,11,12,0,3,30
2568,สิงหาคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4632,3986,128,42,2,132,4,316,5,0,83,315
2568,สิงหาคม,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,1,1,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,1,0,0,0,0,0,0,1,0,0,0,0
2568,สิงหาคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,36,33,3,0,1,0,0,1,0,0,2,0
2568,สิงหาคม,กระบี่,รย. 12 รถจักรยานยนต์,9044,7320,1242,137,4,543,0,921,2,0,106,694
2568,สิงหาคม,กระบี่,รย. 13 รถแทร็กเตอร์,59,49,0,0,0,5,0,0,0,0,0,5
2568,สิงหาคม,กระบี่,รย. 14 รถบดถนน,1,1,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กระบี่,รย. 16 รถพ่วง,3,2,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,13,10,0,0,2,0,0,0,0,0,0,1
2568,สิงหาคม,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,53,16,0,0,31,0,0,1,0,0,0,3
2568,สิงหาคม,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,316939,252266,22450,908,635,4067,479,47482,1017,150,3044,47840
2568,สิงหาคม,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,11513,8623,720,133,34,117,13,1965,126,8,229,1746
2568,สิงหาคม,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,67394,53814,2707,380,43,1324,193,9551,435,19,2202,9833
2568,สิงหาคม,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,42,41,0,0,0,0,0,0,0,1,4,3
2568,สิงหาคม,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,5503,4702,322,52,2,3,14,549,5,0,158,652
2568,สิงหาคม,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),43,36,0,0,0,0,0,1,1,1,1,9
2568,สิงหาคม,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,843,813,0,8,0,0,0,47,0,14,54,150
2568,สิงหาคม,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,19,15,0,0,0,0,1,1,1,0,1,3
2568,สิงหาคม,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,142,108,15,0,6,0,1,25,0,0,14,9
2568,สิงหาคม,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,1,0,0,0,0,0,1,0,0,0,0,0
2568,สิงหาคม,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,235620,198813,35148,2066,295,3951,172,26447,5240,26,1419,30665
2568,สิงหาคม,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,12589,11656,1226,30,0,215,7,772,75,3,15,933
2568,สิงหาคม,กรุงเทพมหานคร,รย. 14 รถบดถนน,267,146,22,1,0,5,0,7,1,0,1,9
2568,สิงหาคม,กรุงเทพมหานคร,รย. 16 รถพ่วง,154,143,78,0,0,0,0,1,0,0,2,7
2568,สิงหาคม,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,4637,4016,40,19,491,2,0,68,43,0,21,194
2568,สิงหาคม,กรุงเทพมหานคร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,231,102,0,0,120,0,0,11,0,0,3,3
2568,สิงหาคม,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9549,8260,204,17,0,336,20,486,2,1,78,535
2568,สิงหาคม,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,259,199,3,0,0,9,0,5,4,0,2,15
2568,สิงหาคม,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6715,5798,52,22,2,230,10,329,5,1,130,377
2568,สิงหาคม,กาญจนบุรี,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,0,0,0,0,0,0,0,0,0,1,0
2568,สิงหาคม,กาญจนบุรี,รย. 12 รถจักรยานยนต์,15398,13684,1048,176,2,740,5,712,36,0,96,770
2568,สิงหาคม,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,302,249,14,9,0,13,0,16,2,0,0,12
2568,สิงหาคม,กาญจนบุรี,รย. 14 รถบดถนน,11,11,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กาญจนบุรี,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กาญจนบุรี,รย. 16 รถพ่วง,7,7,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กาญจนบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,23,22,0,0,0,0,0,0,2,0,0,1
2568,สิงหาคม,กาฬสินธุ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,5802,5032,117,22,0,246,16,325,2,0,85,407
2568,สิงหาคม,กาฬสินธุ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,196,144,1,0,1,13,0,4,1,0,1,20
2568,สิงหาคม,กาฬสินธุ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5269,4514,19,22,0,225,16,311,3,0,136,398
2568,สิงหาคม,กาฬสินธุ์,รย. 12 รถจักรยานยนต์,9553,8498,988,148,0,348,0,847,78,0,55,477
2568,สิงหาคม,กาฬสินธุ์,รย. 13 รถแทร็กเตอร์,280,207,46,6,0,15,0,50,0,0,2,13
2568,สิงหาคม,กาฬสินธุ์,รย. 14 รถบดถนน,10,5,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กาฬสินธุ์,รย. 15 รถใช้ในงานเกษตรกรรม,4,0,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กาฬสินธุ์,รย. 17 รถจักรยานยนต์สาธารณะ,1,1,0,0,0,0,0,0,1,0,0,1
2568,สิงหาคม,กาฬสินธุ์,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,1,1,0,0,1,0,0,0,0,0,0,0
2568,สิงหาคม,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6163,5260,104,11,0,189,10,428,1,0,49,422
2568,สิงหาคม,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,182,141,0,1,0,4,0,5,3,0,6,15
2568,สิงหาคม,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5093,4461,26,15,0,127,6,325,1,1,115,305
2568,สิงหาคม,กำแพงเพชร,รย. 12 รถจักรยานยนต์,12500,11367,553,138,0,339,2,660,3,0,68,498
2568,สิงหาคม,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,663,572,61,10,0,23,0,57,0,0,2,28
2568,สิงหาคม,กำแพงเพชร,รย. 14 รถบดถนน,32,16,9,0,0,0,0,10,0,0,0,8
2568,สิงหาคม,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,6,0,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,กำแพงเพชร,รย. 16 รถพ่วง,4,2,0,0,0,1,0,0,0,0,0,1
2568,สิงหาคม,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,4,3,0,0,0,0,0,0,1,0,0,1
2568,สิงหาคม,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,22190,18849,782,41,1,748,26,1772,20,4,212,1747
2568,สิงหาคม,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,657,477,11,0,5,27,4,27,6,0,6,58
2568,สิงหาคม,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,13230,11490,103,56,4,342,11,957,13,1,300,913
2568,สิงหาคม,ขอนแก่น,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,0,0,0,0,0,0,0,1,0
2568,สิงหาคม,ขอนแก่น,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,27,26,0,0,0,0,0,1,0,0,1,0
2568,สิงหาคม,ขอนแก่น,รย. 8 รถยนต์รับจ้างสามล้อ,35,0,0,0,0,0,0,0,0,35,0,35
2568,สิงหาคม,ขอนแก่น,รย. 12 รถจักรยานยนต์,27606,23913,3120,518,0,1057,6,1993,473,1,132,1769
2568,สิงหาคม,ขอนแก่น,รย. 13 รถแทร็กเตอร์,635,518,71,4,0,35,0,61,0,6,6,26
2568,สิงหาคม,ขอนแก่น,รย. 14 รถบดถนน,32,27,4,0,0,2,0,0,0,0,0,1
2568,สิงหาคม,ขอนแก่น,รย. 15 รถใช้ในงานเกษตรกรรม,5,0,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ขอนแก่น,รย. 16 รถพ่วง,8,4,0,0,0,0,0,0,0,0,0,2
2568,สิงหาคม,ขอนแก่น,รย. 17 รถจักรยานยนต์สาธารณะ,15,8,0,0,4,1,0,0,3,0,0,3
2568,สิงหาคม,ขอนแก่น,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,1,0,0,0,1,0,0,0,0,0,0,0
2568,สิงหาคม,จันทบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9920,8685,304,11,0,281,5,594,3,3,94,603
2568,สิงหาคม,จันทบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,282,201,3,3,0,11,0,15,1,1,7,27
2568,สิงหาคม,จันทบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8585,7718,139,29,0,206,3,423,5,6,210,471
2568,สิงหาคม,จันทบุรี,รย. 12 รถจักรยานยนต์,17283,15685,1249,215,2,515,0,898,14,3,93,736
2568,สิงหาคม,จันทบุรี,รย. 13 รถแทร็กเตอร์,238,198,30,2,0,6,0,26,1,0,0,12
2568,สิงหาคม,จันทบุรี,รย. 14 รถบดถนน,7,5,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,จันทบุรี,รย. 16 รถพ่วง,6,5,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,จันทบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,15,14,0,0,0,0,0,0,1,0,0,2
2568,สิงหาคม,ฉะเชิงเทรา,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,11867,10494,178,17,0,378,19,572,8,11,97,783
2568,สิงหาคม,ฉะเชิงเทรา,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,464,397,7,2,0,8,1,10,1,0,6,23
2568,สิงหาคม,ฉะเชิงเทรา,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7164,6285,57,22,1,243,11,384,8,1,216,503
2568,สิงหาคม,ฉะเชิงเทรา,รย. 8 รถยนต์รับจ้างสามล้อ,6,6,0,0,0,0,0,0,0,0,1,0
2568,สิงหาคม,ฉะเชิงเทรา,รย. 12 รถจักรยานยนต์,16383,14323,1376,175,9,563,4,1162,207,0,77,1169
2568,สิงหาคม,ฉะเชิงเทรา,รย. 13 รถแทร็กเตอร์,198,167,21,0,0,4,0,13,2,2,0,6
2568,สิงหาคม,ฉะเชิงเทรา,รย. 14 รถบดถนน,11,9,1,0,0,1,0,1,0,0,0,1
2568,สิงหาคม,ฉะเชิงเทรา,รย. 16 รถพ่วง,6,6,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ฉะเชิงเทรา,รย. 17 รถจักรยานยนต์สาธารณะ,47,47,0,0,0,0,0,0,0,0,0,2
2568,สิงหาคม,ชลบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,49246,43830,1534,51,7,1125,50,2689,18,3,566,3005
2568,สิงหาคม,ชลบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1661,1455,27,16,8,31,2,67,3,0,30,74
2568,สิงหาคม,ชลบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,17635,15757,177,43,9,392,11,890,16,0,464,1092
2568,สิงหาคม,ชลบุรี,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,0,0,0,0,0,0,0,0,0,0,1
2568,สิงหาคม,ชลบุรี,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,55,52,24,0,0,0,0,3,0,0,0,1
2568,สิงหาคม,ชลบุรี,รย. 8 รถยนต์รับจ้างสามล้อ,16,16,0,0,0,0,0,0,0,0,3,1
2568,สิงหาคม,ชลบุรี,รย. 9 รถยนต์บริการธุรกิจ,1,1,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชลบุรี,รย. 12 รถจักรยานยนต์,75535,66533,8323,608,35,1683,22,6335,141,2,494,5672
2568,สิงหาคม,ชลบุรี,รย. 13 รถแทร็กเตอร์,353,274,39,0,0,11,0,15,8,6,0,21
2568,สิงหาคม,ชลบุรี,รย. 14 รถบดถนน,34,31,0,0,0,0,0,0,0,2,0,0
2568,สิงหาคม,ชลบุรี,รย. 16 รถพ่วง,15,15,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชลบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,307,279,0,0,24,0,0,2,3,0,0,6
2568,สิงหาคม,ชลบุรี,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,6,1,0,0,5,0,0,0,0,0,0,0
2568,สิงหาคม,ชัยนาท,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,3651,3056,74,9,0,170,12,200,3,1,32,293
2568,สิงหาคม,ชัยนาท,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,127,89,1,3,3,7,0,3,0,0,0,12
2568,สิงหาคม,ชัยนาท,รย. 3 รถยนต์บรรทุกส่วนบุคคล,2328,2039,13,7,1,67,4,118,2,1,45,157
2568,สิงหาคม,ชัยนาท,รย. 8 รถยนต์รับจ้างสามล้อ,2,1,0,0,0,0,0,1,0,0,0,0
2568,สิงหาคม,ชัยนาท,รย. 12 รถจักรยานยนต์,7275,6446,295,94,0,354,1,276,56,0,39,425
2568,สิงหาคม,ชัยนาท,รย. 13 รถแทร็กเตอร์,226,176,16,0,0,18,0,16,1,0,1,28
2568,สิงหาคม,ชัยนาท,รย. 14 รถบดถนน,7,7,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชัยนาท,รย. 15 รถใช้ในงานเกษตรกรรม,2,0,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชัยนาท,รย. 16 รถพ่วง,4,4,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชัยนาท,รย. 17 รถจักรยานยนต์สาธารณะ,2,2,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชัยภูมิ,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6853,6050,130,7,0,200,3,322,6,2,46,335
2568,สิงหาคม,ชัยภูมิ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,309,245,4,1,1,11,1,6,1,0,5,17
2568,สิงหาคม,ชัยภูมิ,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6603,5969,29,14,0,155,0,296,2,1,129,292
2568,สิงหาคม,ชัยภูมิ,รย. 8 รถยนต์รับจ้างสามล้อ,1,1,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชัยภูมิ,รย. 12 รถจักรยานยนต์,12343,10737,888,174,0,599,0,697,88,1,69,758
2568,สิงหาคม,ชัยภูมิ,รย. 13 รถแทร็กเตอร์,666,570,88,18,0,25,0,55,0,0,5,33
2568,สิงหาคม,ชัยภูมิ,รย. 14 รถบดถนน,37,32,0,0,0,2,0,0,0,0,0,1
2568,สิงหาคม,ชัยภูมิ,รย. 15 รถใช้ในงานเกษตรกรรม,394,0,0,5,0,0,0,3,0,0,1,5
2568,สิงหาคม,ชัยภูมิ,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชัยภูมิ,รย. 17 รถจักรยานยนต์สาธารณะ,5,3,0,0,0,0,0,0,1,0,0,1
2568,สิงหาคม,ชุมพร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6925,6037,192,13,0,162,6,417,2,0,45,351
2568,สิงหาคม,ชุมพร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,164,130,0,1,0,2,0,7,0,0,2,3
2568,สิงหาคม,ชุมพร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8015,7019,193,39,1,145,0,565,3,0,216,367
2568,สิงหาคม,ชุมพร,รย. 12 รถจักรยานยนต์,12059,10603,1160,141,0,519,0,721,18,0,41,557
2568,สิงหาคม,ชุมพร,รย. 13 รถแทร็กเตอร์,108,81,6,0,0,2,0,19,0,0,0,1
2568,สิงหาคม,ชุมพร,รย. 14 รถบดถนน,12,11,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชุมพร,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,ชุมพร,รย. 17 รถจักรยานยนต์สาธารณะ,12,10,0,0,0,0,0,0,2,0,0,2
2568,สิงหาคม,เชียงราย,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,16324,13715,509,33,2,574,14,1316,69,2,280,1302
2568,สิงหาคม,เชียงราย,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,562,427,7,7,3,9,1,32,1,0,3,49
2568,สิงหาคม,เชียงราย,รย. 3 รถยนต์บรรทุกส่วนบุคคล,11849,10326,120,42,2,285,7,833,46,0,311,721
2568,สิงหาคม,เชียงราย,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,7,5,0,0,0,0,1,1,1,0,1,1
2568,สิงหาคม,เชียงราย,รย. 8 รถยนต์รับจ้างสามล้อ,4,4,0,0,0,0,0,0,0,0,0,1
2568,สิงหาคม,เชียงราย,รย. 9 รถยนต์บริการธุรกิจ,10,9,0,0,0,0,0,0,0,0,1,1
2568,สิงหาคม,เชียงราย,รย. 10 รถยนต์บริการทัศนาจร,2,2,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,เชียงราย,รย. 12 รถจักรยานยนต์,30260,27662,1928,240,4,426,2,2005,44,0,388,973
2568,สิงหาคม,เชียงราย,รย. 13 รถแทร็กเตอร์,377,308,36,3,0,16,1,27,8,0,6,21
2568,สิงหาคม,เชียงราย,รย. 14 รถบดถนน,26,23,2,0,0,2,0,0,1,0,0,3
2568,สิงหาคม,เชียงราย,รย. 16 รถพ่วง,13,11,0,0,0,1,0,0,0,0,0,1
2568,สิงหาคม,เชียงราย,รย. 17 รถจักรยานยนต์สาธารณะ,12,11,0,0,1,0,0,0,0,0,0,0
2568,สิงหาคม,เชียงราย,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,16,4,0,0,13,0,0,0,0,0,0,0
2568,สิงหาคม,เชียงใหม่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,33915,28203,1399,62,7,1070,53,3347,36,18,585,2910
2568,สิงหาคม,เชียงใหม่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1131,885,21,5,13,39,0,53,8,1,10,92
2568,สิงหาคม,เชียงใหม่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,17987,15342,254,69,5,452,15,1434,25,2,666,1120
2568,สิงหาคม,เชียงใหม่,รย. 4 รถยนต์สามล้อส่วนบุคคล,3,2,0,0,0,0,0,0,0,1,1,1
2568,สิงหาคม,เชียงใหม่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,4,2,0,0,0,1,0,1,0,0,0,1
2568,สิงหาคม,เชียงใหม่,รย. 8 รถยนต์รับจ้างสามล้อ,36,26,0,1,0,0,0,4,0,7,4,13
2568,สิงหาคม,เชียงใหม่,รย. 9 รถยนต์บริการธุรกิจ,17,17,4,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,เชียงใหม่,รย. 12 รถจักรยานยนต์,55501,49000,4003,510,2,1542,3,3695,27,3,834,2833
2568,สิงหาคม,เชียงใหม่,รย. 13 รถแทร็กเตอร์,324,251,27,6,0,11,0,31,5,0,6,13
2568,สิงหาคม,เชียงใหม่,รย. 14 รถบดถนน,42,24,0,2,0,0,0,13,0,0,3,1
2568,สิงหาคม,เชียงใหม่,รย. 15 รถใช้ในงานเกษตรกรรม,2,0,0,0,0,0,0,0,0,0,0,0
2568,สิงหาคม,เชียงใหม่,รย. 16 รถพ่วง,6,5,0,0,0,1,0,0,0,0,0,0
2568,สิงหาคม,เชียงใหม่,รย. 17 รถจักรยานยนต์สาธารณะ,28,24,0,0,2,0,0,0,4,0,0,5
2568,สิงหาคม,เชียงใหม่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,42,21,0,0,19,0,0,3,0,0,1,1
2568,สิงหาคม,ตรัง,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,7464,6385,145,10,1,251,5,445,3,0,51,452
2568,สิงหาคม,ตรัง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,156,122,2,3,0,6,0,3,1,0,1,9
