ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2568,มีนาคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6859,5823,258,15,5,222,2,457,7,0,89,482
2568,มีนาคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,227,158,7,6,2,13,0,16,11,0,1,32
2568,มีนาคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4643,4062,61,18,0,95,3,309,4,0,93,268
2568,มีนาคม,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,1,1,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,5,5,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,50,45,3,0,0,0,0,3,0,0,1,1
2568,มีนาคม,กระบี่,รย. 12 รถจักรยานยนต์,9963,8174,1414,133,3,499,2,980,4,1,72,738
2568,มีนาคม,กระบี่,รย. 13 รถแทร็กเตอร์,65,49,0,1,0,3,0,0,1,0,0,2
2568,มีนาคม,กระบี่,รย. 14 รถบดถนน,8,2,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,19,17,0,0,2,0,0,0,0,0,0,0
2568,มีนาคม,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,40,21,0,0,16,0,0,2,0,0,2,3
2568,มีนาคม,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,348741,280775,25622,896,614,3887,657,51616,750,179,3565,49401
2568,มีนาคม,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,13062,9528,1317,158,33,149,20,2129,109,13,226,2046
2568,มีนาคม,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,76370,61506,2717,356,57,1340,242,10792,353,36,2314,10766
2568,มีนาคม,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,24,21,1,0,0,0,0,0,0,0,3,0
2568,มีนาคม,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,6535,5642,237,69,10,1,25,644,8,0,319,423
2568,มีนาคม,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),75,75,0,0,0,0,0,4,0,0,11,2
2568,มีนาคม,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,807,772,2,7,0,0,0,37,0,4,49,148
2568,มีนาคม,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,309,306,280,0,0,0,0,0,0,0,2,2
2568,มีนาคม,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,188,175,28,2,2,0,2,13,0,0,4,5
2568,มีนาคม,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,2,2,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,245884,208753,39236,2149,287,3736,221,25869,6302,15,1592,31404
2568,มีนาคม,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,17024,15880,1086,35,0,234,11,970,69,0,22,1118
2568,มีนาคม,กรุงเทพมหานคร,รย. 14 รถบดถนน,198,155,8,3,0,3,0,10,6,0,9,10
2568,มีนาคม,กรุงเทพมหานคร,รย. 16 รถพ่วง,234,146,73,0,0,0,0,1,2,0,0,5
2568,มีนาคม,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,5259,4529,61,5,581,3,1,83,43,0,26,181
2568,มีนาคม,กรุงเทพมหานคร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,183,98,0,0,76,0,0,4,0,0,5,2
2568,มีนาคม,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,10921,9537,207,18,0,345,23,556,12,1,123,611
2568,มีนาคม,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,331,266,3,2,1,6,0,6,1,0,12,12
2568,มีนาคม,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7565,6697,74,13,0,233,11,339,4,2,116,422
2568,มีนาคม,กาญจนบุรี,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,1,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กาญจนบุรี,รย. 12 รถจักรยานยนต์,16582,14836,1216,174,5,681,5,710,136,1,107,910
2568,มีนาคม,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,315,230,23,5,0,13,1,46,2,0,1,18
2568,มีนาคม,กาญจนบุรี,รย. 14 รถบดถนน,5,2,0,0,0,0,0,1,0,0,0,1
2568,มีนาคม,กาญจนบุรี,รย. 16 รถพ่วง,10,5,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กาญจนบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,27,23,0,0,0,0,0,0,3,0,0,3
2568,มีนาคม,กาฬสินธุ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6833,5922,172,12,0,249,35,395,2,0,73,465
2568,มีนาคม,กาฬสินธุ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,249,198,1,2,0,6,0,5,0,0,2,27
2568,มีนาคม,กาฬสินธุ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6554,5634,45,32,6,253,32,402,4,0,148,478
2568,มีนาคม,กาฬสินธุ์,รย. 12 รถจักรยานยนต์,9872,8842,1182,135,0,332,1,812,41,0,51,455
2568,มีนาคม,กาฬสินธุ์,รย. 13 รถแทร็กเตอร์,394,254,72,11,0,21,1,107,0,1,4,22
2568,มีนาคม,กาฬสินธุ์,รย. 14 รถบดถนน,11,8,2,1,0,0,0,1,0,0,0,0
2568,มีนาคม,กาฬสินธุ์,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กาฬสินธุ์,รย. 16 รถพ่วง,8,3,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,7309,6339,141,10,1,214,10,464,6,3,64,447
2568,มีนาคม,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,219,159,2,2,0,9,0,5,2,0,5,23
2568,มีนาคม,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6596,5844,45,14,2,166,5,373,4,0,141,374
2568,มีนาคม,กำแพงเพชร,รย. 12 รถจักรยานยนต์,14531,13290,873,159,1,372,4,721,8,0,90,545
2568,มีนาคม,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,883,704,69,17,0,34,0,130,0,0,0,39
2568,มีนาคม,กำแพงเพชร,รย. 14 รถบดถนน,7,6,0,0,0,0,0,0,0,0,0,1
2568,มีนาคม,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,6,0,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กำแพงเพชร,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0
2568,มีนาคม,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,7,6,0,0,0,0,0,0,2,0,0,2
2568,มีนาคม,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,24849,21331,801,33,1,735,48,1981,5,6,221,1921
2568,มีนาคม,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,729,569,14,1,2,21,0,29,1,1,13,49
2568,มีนาคม,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,16390,14323,151,57,3,413,15,1116,12,1,336,1115
