ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2565,มิถุนายน,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6337,5173,349,14,5,262,4,547,3,0,90,515
2565,มิถุนายน,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,244,169,3,11,2,16,0,15,0,0,0,19
2565,มิถุนายน,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5407,4506,367,12,4,190,3,421,2,0,118,390
2565,มิถุนายน,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,2,2,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,26,23,0,0,0,0,0,3,1,0,1,1
2565,มิถุนายน,กระบี่,รย. 12 รถจักรยานยนต์,9606,8339,1288,176,2,412,2,747,3,0,78,503
2565,มิถุนายน,กระบี่,รย. 13 รถแทร็กเตอร์,57,46,0,1,0,1,0,0,0,0,1,2
2565,มิถุนายน,กระบี่,รย. 14 รถบดถนน,5,3,0,0,0,1,0,0,0,0,0,1
2565,มิถุนายน,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,24,22,0,0,1,0,0,1,1,0,0,0
2565,มิถุนายน,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,315409,241472,29204,806,293,4478,658,56814,563,113,4974,50326
2565,มิถุนายน,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,11896,8513,809,260,38,150,44,2335,80,9,243,1890
2565,มิถุนายน,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,79476,61508,6934,251,72,1651,358,13651,253,18,2887,12325
2565,มิถุนายน,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,53,50,2,2,0,0,0,0,0,0,1,1
2565,มิถุนายน,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,7548,6710,42,110,0,0,5,778,18,7,513,499
2565,มิถุนายน,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),128,125,0,0,0,0,0,7,0,0,10,10
2565,มิถุนายน,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,871,817,11,2,0,0,0,70,15,24,61,75
2565,มิถุนายน,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,16,16,1,0,0,0,0,4,0,0,5,4
2565,มิถุนายน,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,172,158,9,0,0,0,0,27,2,0,12,15
2565,มิถุนายน,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,228497,192668,41797,2128,357,3930,383,29248,3913,15,2650,29913
2565,มิถุนายน,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,14667,13640,1599,19,0,205,16,836,46,6,44,962
2565,มิถุนายน,กรุงเทพมหานคร,รย. 14 รถบดถนน,306,190,9,4,0,5,0,4,7,0,1,9
2565,มิถุนายน,กรุงเทพมหานคร,รย. 16 รถพ่วง,149,136,68,2,0,0,0,2,4,0,2,9
2565,มิถุนายน,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,5762,5341,59,5,201,1,0,140,36,0,50,242
2565,มิถุนายน,กรุงเทพมหานคร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,1,1,0,0,1,0,0,0,0,0,0,0
2565,มิถุนายน,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9562,8168,315,16,0,328,33,597,14,2,231,669
2565,มิถุนายน,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,306,254,2,4,0,1,0,10,1,0,1,21
2565,มิถุนายน,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7412,6260,187,34,5,276,22,495,18,1,194,544
2565,มิถุนายน,กาญจนบุรี,รย. 10 รถยนต์บริการทัศนาจร,1,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กาญจนบุรี,รย. 12 รถจักรยานยนต์,16577,14600,1199,212,3,789,9,903,34,0,126,928
2565,มิถุนายน,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,310,247,38,7,0,12,0,29,0,0,2,17
2565,มิถุนายน,กาญจนบุรี,รย. 14 รถบดถนน,10,5,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กาญจนบุรี,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กาญจนบุรี,รย. 16 รถพ่วง,8,8,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กาญจนบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,43,38,0,1,0,0,0,0,3,0,0,4
2565,มิถุนายน,กาฬสินธุ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,5952,5017,234,4,0,273,14,431,4,0,79,520
2565,มิถุนายน,กาฬสินธุ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,281,193,5,3,2,23,0,15,0,0,0,35
2565,มิถุนายน,กาฬสินธุ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6364,5117,136,16,2,378,32,569,6,0,180,662
2565,มิถุนายน,กาฬสินธุ์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,1,1,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กาฬสินธุ์,รย. 12 รถจักรยานยนต์,12426,11141,1718,181,0,497,4,1033,12,0,114,549
2565,มิถุนายน,กาฬสินธุ์,รย. 13 รถแทร็กเตอร์,403,292,157,5,0,11,0,94,2,0,8,10
2565,มิถุนายน,กาฬสินธุ์,รย. 14 รถบดถนน,19,15,0,0,0,0,0,0,0,0,1,1
2565,มิถุนายน,กาฬสินธุ์,รย. 15 รถใช้ในงานเกษตรกรรม,3,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กาฬสินธุ์,รย. 16 รถพ่วง,3,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กาฬสินธุ์,รย. 17 รถจักรยานยนต์สาธารณะ,3,1,0,0,0,0,0,0,3,0,0,2
2565,มิถุนายน,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6537,5437,241,11,0,274,12,542,2,0,87,532
2565,มิถุนายน,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,256,184,1,4,3,17,1,12,0,0,3,22
2565,มิถุนายน,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6463,5404,130,13,1,257,11,523,4,0,162,498
2565,มิถุนายน,กำแพงเพชร,รย. 12 รถจักรยานยนต์,15222,13930,1235,169,0,411,7,934,9,0,81,584
2565,มิถุนายน,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,823,672,155,11,0,59,0,81,2,0,9,50
2565,มิถุนายน,กำแพงเพชร,รย. 14 รถบดถนน,18,14,0,0,0,0,0,3,0,0,0,0
2565,มิถุนายน,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,6,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กำแพงเพชร,รย. 16 รถพ่วง,1,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,6,5,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,22337,18426,1278,29,0,769,47,2253,12,8,277,2111
2565,มิถุนายน,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,735,523,33,8,5,25,0,45,2,2,4,72
2565,มิถุนายน,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,15986,13391,582,39,5,466,28,1591,10,1,427,1386
2565,มิถุนายน,ขอนแก่น,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,27,25,1,0,0,1,0,2,1,0,2,0
2565,มิถุนายน,ขอนแก่น,รย. 8 รถยนต์รับจ้างสามล้อ,6,6,0,1,0,0,0,0,0,0,1,1
2565,มิถุนายน,ขอนแก่น,รย. 12 รถจักรยานยนต์,30895,27147,4326,355,0,1099,15,2421,128,0,281,1878
2565,มิถุนายน,ขอนแก่น,รย. 13 รถแทร็กเตอร์,858,692,313,6,0,38,0,105,7,2,4,38
2565,มิถุนายน,ขอนแก่น,รย. 14 รถบดถนน,38,34,4,0,0,1,0,0,0,0,0,0
2565,มิถุนายน,ขอนแก่น,รย. 15 รถใช้ในงานเกษตรกรรม,25,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,ขอนแก่น,รย. 16 รถพ่วง,3,2,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,ขอนแก่น,รย. 17 รถจักรยานยนต์สาธารณะ,4,4,0,0,0,0,0,0,2,0,0,1
2565,มิถุนายน,จันทบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9584,7973,249,15,0,294,11,927,9,2,277,743
2565,มิถุนายน,จันทบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,313,242,0,3,0,13,0,25,3,0,6,32
2565,มิถุนายน,จันทบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,10399,8765,284,33,5,360,4,872,6,3,524,801
2565,มิถุนายน,จันทบุรี,รย. 12 รถจักรยานยนต์,17407,15540,2257,146,2,626,13,1134,41,0,128,897
2565,มิถุนายน,จันทบุรี,รย. 13 รถแทร็กเตอร์,256,203,50,2,0,5,1,32,1,2,6,18
2565,มิถุนายน,จันทบุรี,รย. 14 รถบดถนน,13,13,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,จันทบุรี,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,จันทบุรี,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,จันทบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,32,31,1,0,0,0,0,0,0,0,0,1
2565,มิถุนายน,ฉะเชิงเทรา,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,11653,10135,337,12,0,396,20,693,6,1,188,863
2565,มิถุนายน,ฉะเชิงเทรา,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,507,437,5,4,0,8,0,19,7,0,6,34
2565,มิถุนายน,ฉะเชิงเทรา,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8215,7135,202,18,4,255,18,505,11,2,253,615
2565,มิถุนายน,ฉะเชิงเทรา,รย. 8 รถยนต์รับจ้างสามล้อ,24,22,0,1,0,0,0,1,0,0,2,3
2565,มิถุนายน,ฉะเชิงเทรา,รย. 12 รถจักรยานยนต์,17570,15824,2114,164,6,438,8,1166,41,0,105,953
2565,มิถุนายน,ฉะเชิงเทรา,รย. 13 รถแทร็กเตอร์,177,154,27,2,0,2,0,14,1,0,0,3
2565,มิถุนายน,ฉะเชิงเทรา,รย. 14 รถบดถนน,8,8,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,ฉะเชิงเทรา,รย. 16 รถพ่วง,3,2,0,0,0,0,0,0,0,0,0,0
2565,มิถุนายน,ฉะเชิงเทรา,รย. 17 รถจักรยานยนต์สาธารณะ,84,80,1,0,1,0,0,1,2,0,0,2
