ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ,
2566,มิถุนายน,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,17666,16755,1287,27,0,198,9,799,58,7,71,891,
2566,มิถุนายน,กรุงเทพมหานคร,รย. 14 รถบดถนน,324,202,12,1,0,3,1,7,11,0,3,15,
2566,มิถุนายน,กรุงเทพมหานคร,รย. 16 รถพ่วง,217,198,101,2,0,0,0,29,4,0,2,18,
2566,มิถุนายน,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,4924,4587,51,2,180,10,0,73,27,0,30,174,
2566,มิถุนายน,กรุงเทพมหานคร,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,209,45,0,0,149,0,0,5,0,0,3,4,
2566,มิถุนายน,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,10120,8551,371,13,1,390,33,673,6,6,151,776,
2566,มิถุนายน,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,309,235,1,3,1,6,1,18,5,0,3,18,
2566,มิถุนายน,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7516,6404,146,16,1,300,4,459,5,2,173,553,
2566,มิถุนายน,กาญจนบุรี,รย. 12 รถจักรยานยนต์,17368,15396,1693,220,3,802,5,808,94,0,123,953,
2566,มิถุนายน,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,329,276,47,11,0,15,0,26,5,0,0,13,
2566,มิถุนายน,กาญจนบุรี,รย. 14 รถบดถนน,5,4,0,0,0,1,0,0,0,0,0,1,
2566,มิถุนายน,กาญจนบุรี,รย. 16 รถพ่วง,6,6,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,กาญจนบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,40,29,0,0,0,0,0,1,5,0,0,2,
2566,มิถุนายน,กาญจนบุรี,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,2,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,กาฬสินธุ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6159,5225,172,11,1,292,47,447,3,0,83,513,
2566,มิถุนายน,กาฬสินธุ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,260,176,2,3,3,15,0,20,0,0,3,37,
2566,มิถุนายน,กาฬสินธุ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6257,4995,56,15,0,365,40,613,5,2,210,670,
2566,มิถุนายน,กาฬสินธุ์,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,1,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,กาฬสินธุ์,รย. 12 รถจักรยานยนต์,11131,9686,1860,205,0,540,2,888,18,0,95,639,
2566,มิถุนายน,กาฬสินธุ์,รย. 13 รถแทร็กเตอร์,430,310,151,7,0,26,1,94,1,2,9,28,
2566,มิถุนายน,กาฬสินธุ์,รย. 14 รถบดถนน,5,4,0,0,0,1,0,0,0,0,0,0,
2566,มิถุนายน,กาฬสินธุ์,รย. 15 รถใช้ในงานเกษตรกรรม,4,0,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,กาฬสินธุ์,รย. 17 รถจักรยานยนต์สาธารณะ,1,1,0,0,0,0,0,0,1,0,0,0,
2566,มิถุนายน,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6675,5567,248,8,0,296,6,548,3,0,55,543,
2566,มิถุนายน,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,236,164,1,0,0,9,0,12,0,0,1,18,
2566,มิถุนายน,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,6194,5256,147,16,2,247,6,451,0,0,114,428,
2566,มิถุนายน,กำแพงเพชร,รย. 12 รถจักรยานยนต์,15197,13851,1148,152,0,461,8,803,8,0,59,593,
2566,มิถุนายน,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,772,615,122,18,0,48,2,85,1,0,0,48,
2566,มิถุนายน,กำแพงเพชร,รย. 14 รถบดถนน,2,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,5,0,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,6,5,0,0,0,0,0,0,2,0,0,2,
2566,มิถุนายน,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,22516,18774,1101,32,0,763,49,2247,13,4,267,2043,
2566,มิถุนายน,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,791,557,39,6,1,40,2,64,5,1,9,91,
2566,มิถุนายน,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,15732,13088,355,51,3,520,21,1558,9,0,453,1352,
2566,มิถุนายน,ขอนแก่น,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,26,26,0,0,0,0,0,1,1,0,3,1,
2566,มิถุนายน,ขอนแก่น,รย. 12 รถจักรยานยนต์,30686,26187,4199,489,0,1338,17,2482,233,0,230,2288,
2566,มิถุนายน,ขอนแก่น,รย. 13 รถแทร็กเตอร์,739,600,175,12,0,28,1,91,1,0,0,27,
2566,มิถุนายน,ขอนแก่น,รย. 14 รถบดถนน,21,18,0,0,0,0,0,1,0,0,1,0,
2566,มิถุนายน,ขอนแก่น,รย. 15 รถใช้ในงานเกษตรกรรม,5,0,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ขอนแก่น,รย. 16 รถพ่วง,11,5,0,0,0,1,0,0,0,0,0,2,
2566,มิถุนายน,ขอนแก่น,รย. 17 รถจักรยานยนต์สาธารณะ,8,7,0,0,0,0,0,0,4,0,0,1,
2566,มิถุนายน,จันทบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,9859,8332,381,10,0,303,8,835,6,2,129,708,
2566,มิถุนายน,จันทบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,308,242,1,2,1,6,0,17,0,0,2,23,
2566,มิถุนายน,จันทบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,9693,8372,213,24,1,298,8,740,10,3,380,685,
2566,มิถุนายน,จันทบุรี,รย. 12 รถจักรยานยนต์,17373,15550,1878,164,2,648,1,941,33,0,116,925,
2566,มิถุนายน,จันทบุรี,รย. 13 รถแทร็กเตอร์,216,170,35,1,0,5,0,24,1,2,1,12,
2566,มิถุนายน,จันทบุรี,รย. 14 รถบดถนน,7,6,0,0,0,0,0,0,0,0,0,1,
2566,มิถุนายน,จันทบุรี,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,จันทบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,32,29,0,0,1,0,0,0,2,0,0,4,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,11795,10330,248,9,1,394,22,734,7,4,137,808,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,471,401,5,4,0,11,1,23,3,0,9,28,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7952,6916,96,14,2,305,7,490,5,1,276,578,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 8 รถยนต์รับจ้างสามล้อ,32,29,0,1,0,0,0,1,0,0,5,2,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 12 รถจักรยานยนต์,16768,15102,1835,150,7,380,8,1108,119,0,95,949,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 13 รถแทร็กเตอร์,198,158,25,0,0,4,0,17,1,0,0,8,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 14 รถบดถนน,8,8,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ฉะเชิงเทรา,รย. 17 รถจักรยานยนต์สาธารณะ,85,82,2,0,1,1,0,0,0,0,2,0,
2566,มิถุนายน,ชลบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,49886,44083,2202,35,2,972,52,3473,23,3,667,3203,
2566,มิถุนายน,ชลบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1675,1482,20,11,4,25,1,63,7,0,17,65,
2566,มิถุนายน,ชลบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,20295,18049,437,35,8,375,23,1289,23,3,515,1354,
2566,มิถุนายน,ชลบุรี,รย. 4 รถยนต์สามล้อส่วนบุคคล,2,2,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชลบุรี,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,64,60,0,0,0,0,0,2,0,0,8,1,
2566,มิถุนายน,ชลบุรี,รย. 8 รถยนต์รับจ้างสามล้อ,22,18,0,0,0,0,0,3,0,0,5,6,
2566,มิถุนายน,ชลบุรี,รย. 9 รถยนต์บริการธุรกิจ,1,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชลบุรี,รย. 10 รถยนต์บริการทัศนาจร,1,0,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชลบุรี,รย. 12 รถจักรยานยนต์,77533,69314,11870,623,28,1704,29,5584,244,2,427,5371,
2566,มิถุนายน,ชลบุรี,รย. 13 รถแทร็กเตอร์,371,319,52,1,0,14,0,19,1,0,0,16,
2566,มิถุนายน,ชลบุรี,รย. 14 รถบดถนน,27,26,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชลบุรี,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชลบุรี,รย. 16 รถพ่วง,28,27,4,0,0,0,0,1,0,0,0,1,
2566,มิถุนายน,ชลบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,480,451,9,0,18,0,0,6,7,0,0,7,
2566,มิถุนายน,ชลบุรี,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,5,0,0,0,4,0,0,0,0,0,0,1,
2566,มิถุนายน,ชัยนาท,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,3608,2958,121,15,0,168,15,260,5,0,38,362,
2566,มิถุนายน,ชัยนาท,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,135,105,0,3,0,5,0,2,0,0,2,12,
2566,มิถุนายน,ชัยนาท,รย. 3 รถยนต์บรรทุกส่วนบุคคล,2811,2386,39,10,3,99,4,169,5,0,68,217,
2566,มิถุนายน,ชัยนาท,รย. 8 รถยนต์รับจ้างสามล้อ,5,3,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชัยนาท,รย. 12 รถจักรยานยนต์,7916,7107,503,81,0,297,3,289,4,0,48,385,
2566,มิถุนายน,ชัยนาท,รย. 13 รถแทร็กเตอร์,246,192,9,4,0,28,1,13,0,0,0,37,
2566,มิถุนายน,ชัยนาท,รย. 14 รถบดถนน,9,6,1,0,0,0,0,2,0,0,0,2,
2566,มิถุนายน,ชัยนาท,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชัยนาท,รย. 17 รถจักรยานยนต์สาธารณะ,4,4,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชัยภูมิ,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,7553,6497,195,11,0,246,5,486,3,1,67,494,
2566,มิถุนายน,ชัยภูมิ,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,329,247,1,3,1,15,0,10,0,0,6,27,
2566,มิถุนายน,ชัยภูมิ,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7592,6632,82,20,2,233,4,481,2,2,161,453,
2566,มิถุนายน,ชัยภูมิ,รย. 12 รถจักรยานยนต์,14823,12773,1227,210,0,840,5,909,76,0,91,975,
2566,มิถุนายน,ชัยภูมิ,รย. 13 รถแทร็กเตอร์,938,765,183,13,0,44,2,116,0,0,1,44,
2566,มิถุนายน,ชัยภูมิ,รย. 14 รถบดถนน,10,9,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชัยภูมิ,รย. 15 รถใช้ในงานเกษตรกรรม,453,0,0,25,0,0,2,2,0,0,1,5,
2566,มิถุนายน,ชัยภูมิ,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชัยภูมิ,รย. 17 รถจักรยานยนต์สาธารณะ,3,3,0,0,0,0,0,0,3,0,0,3,
2566,มิถุนายน,ชุมพร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6188,5383,234,4,0,143,20,397,3,0,37,315,
2566,มิถุนายน,ชุมพร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,164,132,1,1,1,2,0,5,0,0,1,3,
2566,มิถุนายน,ชุมพร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7021,6219,198,18,2,82,3,496,4,1,159,352,
2566,มิถุนายน,ชุมพร,รย. 9 รถยนต์บริการธุรกิจ,1,1,0,0,0,0,0,0,1,0,0,1,
2566,มิถุนายน,ชุมพร,รย. 12 รถจักรยานยนต์,9910,8917,1066,136,1,314,3,587,21,0,24,426,
2566,มิถุนายน,ชุมพร,รย. 13 รถแทร็กเตอร์,71,53,4,0,0,2,0,4,1,0,0,4,
2566,มิถุนายน,ชุมพร,รย. 14 รถบดถนน,19,17,2,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ชุมพร,รย. 16 รถพ่วง,5,4,0,0,0,0,0,0,0,0,0,1,
2566,มิถุนายน,ชุมพร,รย. 17 รถจักรยานยนต์สาธารณะ,14,14,0,0,0,0,0,0,0,0,1,1,
2566,มิถุนายน,เชียงราย,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,16038,12973,702,15,2,585,24,1750,51,0,295,1519,
2566,มิถุนายน,เชียงราย,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,583,408,7,3,4,28,0,52,5,0,6,59,
2566,มิถุนายน,เชียงราย,รย. 3 รถยนต์บรรทุกส่วนบุคคล,12667,10951,257,24,10,281,10,1119,21,0,337,750,
2566,มิถุนายน,เชียงราย,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,เชียงราย,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,26,25,0,0,0,0,0,0,0,0,0,1,
2566,มิถุนายน,เชียงราย,รย. 8 รถยนต์รับจ้างสามล้อ,14,14,0,0,0,0,0,0,0,0,2,5,
2566,มิถุนายน,เชียงราย,รย. 9 รถยนต์บริการธุรกิจ,7,7,0,1,0,0,0,0,0,0,0,0,
2566,มิถุนายน,เชียงราย,รย. 12 รถจักรยานยนต์,33171,30344,3040,247,7,473,1,2566,62,0,157,1075,
2566,มิถุนายน,เชียงราย,รย. 13 รถแทร็กเตอร์,469,400,77,11,0,17,0,39,8,0,1,22,
2566,มิถุนายน,เชียงราย,รย. 14 รถบดถนน,23,22,0,0,0,1,0,0,0,0,0,0,
2566,มิถุนายน,เชียงราย,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,เชียงราย,รย. 17 รถจักรยานยนต์สาธารณะ,35,32,3,1,0,0,0,1,1,0,0,1,
2566,มิถุนายน,เชียงใหม่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,34844,28383,1831,77,0,1069,55,4280,16,7,732,3187,
2566,มิถุนายน,เชียงใหม่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,1248,940,25,29,8,41,5,71,4,1,14,83,
2566,มิถุนายน,เชียงใหม่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,19967,16979,683,78,13,453,25,1982,13,3,566,1336,
2566,มิถุนายน,เชียงใหม่,รย. 4 รถยนต์สามล้อส่วนบุคคล,4,1,0,0,0,0,0,0,0,1,0,1,
2566,มิถุนายน,เชียงใหม่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,7,4,0,0,0,0,0,4,0,0,0,0,
2566,มิถุนายน,เชียงใหม่,รย. 8 รถยนต์รับจ้างสามล้อ,105,98,0,17,0,0,0,15,0,12,4,28,
2566,มิถุนายน,เชียงใหม่,รย. 9 รถยนต์บริการธุรกิจ,10,8,0,0,0,0,0,2,0,0,1,1,
2566,มิถุนายน,เชียงใหม่,รย. 12 รถจักรยานยนต์,58403,51836,4534,611,0,1587,9,4320,42,0,438,3258,
2566,มิถุนายน,เชียงใหม่,รย. 13 รถแทร็กเตอร์,278,206,39,2,0,11,0,30,2,0,4,11,
2566,มิถุนายน,เชียงใหม่,รย. 14 รถบดถนน,30,25,1,0,0,0,0,4,0,0,1,3,
2566,มิถุนายน,เชียงใหม่,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,เชียงใหม่,รย. 16 รถพ่วง,14,11,0,0,0,1,0,1,0,0,0,1,
2566,มิถุนายน,เชียงใหม่,รย. 17 รถจักรยานยนต์สาธารณะ,23,22,0,0,0,0,0,0,4,0,0,3,
2566,มิถุนายน,เชียงใหม่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,3,1,0,0,2,0,0,0,0,0,0,0,
2566,มิถุนายน,ตรัง,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,7491,6139,198,12,0,317,12,642,1,0,88,575,
2566,มิถุนายน,ตรัง,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,173,126,2,1,0,5,0,12,3,0,2,16,
2566,มิถุนายน,ตรัง,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4874,4181,69,7,0,130,5,355,14,0,93,302,
2566,มิถุนายน,ตรัง,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ตรัง,รย. 8 รถยนต์รับจ้างสามล้อ,9,9,0,1,0,0,0,0,0,0,3,0,
2566,มิถุนายน,ตรัง,รย. 10 รถยนต์บริการทัศนาจร,1,0,0,0,1,0,0,0,0,0,0,0,
2566,มิถุนายน,ตรัง,รย. 11 รถยนต์บริการให้เช่า,1,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ตรัง,รย. 12 รถจักรยานยนต์,16470,14388,1805,234,1,527,336,1205,18,0,208,778,
2566,มิถุนายน,ตรัง,รย. 13 รถแทร็กเตอร์,95,71,4,1,0,5,0,1,0,0,10,5,
2566,มิถุนายน,ตรัง,รย. 14 รถบดถนน,30,21,1,0,0,1,0,0,0,0,6,0,
2566,มิถุนายน,ตรัง,รย. 16 รถพ่วง,3,3,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ตรัง,รย. 17 รถจักรยานยนต์สาธารณะ,41,40,0,0,0,0,0,0,0,0,0,2,
2566,มิถุนายน,ตราด,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,2821,2454,49,3,1,83,6,161,2,0,36,175,
2566,มิถุนายน,ตราด,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,112,67,0,2,0,1,0,0,2,0,0,10,
2566,มิถุนายน,ตราด,รย. 3 รถยนต์บรรทุกส่วนบุคคล,2993,2648,52,11,0,71,6,183,3,0,89,172,
2566,มิถุนายน,ตราด,รย. 12 รถจักรยานยนต์,6079,5352,509,89,1,258,3,319,23,1,39,357,
2566,มิถุนายน,ตราด,รย. 13 รถแทร็กเตอร์,35,30,1,1,0,1,0,1,0,0,0,2,
2566,มิถุนายน,ตราด,รย. 14 รถบดถนน,2,1,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ตราด,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ตราด,รย. 17 รถจักรยานยนต์สาธารณะ,5,4,1,0,0,0,0,1,0,0,0,0,
2566,มิถุนายน,ตาก,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,4923,4198,170,4,0,170,3,309,4,0,58,317,
2566,มิถุนายน,ตาก,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,218,167,3,2,1,5,0,6,1,0,4,10,
2566,มิถุนายน,ตาก,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4573,4068,117,7,4,89,2,287,3,0,135,194,
2566,มิถุนายน,ตาก,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,3,3,0,0,0,0,0,0,0,0,1,0,
2566,มิถุนายน,ตาก,รย. 12 รถจักรยานยนต์,13260,11419,1120,213,2,588,0,562,518,0,50,988,
2566,มิถุนายน,ตาก,รย. 13 รถแทร็กเตอร์,256,212,56,3,0,12,0,18,0,0,4,10,
2566,มิถุนายน,ตาก,รย. 14 รถบดถนน,12,12,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,ตาก,รย. 17 รถจักรยานยนต์สาธารณะ,86,80,0,0,3,0,0,1,2,0,0,14,
2566,มิถุนายน,นครนายก,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,3673,3193,104,7,0,109,14,224,1,0,40,279,
2566,มิถุนายน,นครนายก,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,150,125,1,2,2,1,0,0,3,0,4,7,
2566,มิถุนายน,นครนายก,รย. 3 รถยนต์บรรทุกส่วนบุคคล,2236,1977,48,5,0,56,5,156,3,0,51,151,
2566,มิถุนายน,นครนายก,รย. 12 รถจักรยานยนต์,5955,5265,722,45,1,322,2,266,9,0,40,384,
2566,มิถุนายน,นครนายก,รย. 13 รถแทร็กเตอร์,51,42,5,0,0,4,0,5,0,0,0,5,
2566,มิถุนายน,นครนายก,รย. 14 รถบดถนน,14,14,0,0,0,0,0,0,0,0,0,0,
2566,มิถุนายน,นครนายก,รย. 17 รถจักรยานยนต์สาธารณะ,11,10,0,0,0,0,0,0,0,0,0,1,
2566,มิถุนายน,นครนายก,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,1,0,0,0,1,0,0,0,0,0,0,0,
2566,มิถุนายน,นครปฐม,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,19791,18243,255,29,0,405,28,706,8,3,318,828,
2566,มิถุนายน,นครปฐม,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,944,694,1,5,1,11,1,15,4,0,12,29,
2566,มิถุนายน,นครปฐม,รย. 3 รถยนต์บรรทุกส่วนบุคคล,11821,10537,112,26,3,285,28,680,12,3,521,709,
2566,มิถุนายน,นครปฐม,รย. 4 รถยนต์สามล้อส่วนบุคคล,1,1,0,0,0,0,0,1,0,0,0,0,
2566,มิถุนายน,นครปฐม,รย. 8 รถยนต์รับจ้างสามล้อ,2,2,0,0,0,0,0,0,0,0,1,0,
2566,มิถุนายน,นครปฐม,รย. 12 รถจักรยานยนต์,26918,24205,1912,228,8,1068,23,1135,38,1,213,1372,
2566,มิถุนายน,นครปฐม,รย. 13 รถแทร็กเตอร์,113,101,15,1,0,3,0,3,0,0,0,3,
