ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2567,สิงหาคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6444,5372,240,11,0,223,5,557,2,0,72,516
2567,สิงหาคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,223,150,4,3,3,13,0,20,7,0,0,30
2567,สิงหาคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4777,4085,117,20,2,134,3,362,4,1,96,354
2567,สิงหาคม,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,1,1,0,0,0,0,0,0,0,0,0,0
2567,สิงหาคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,3,3,0,0,0,0,0,0,0,0,1,0
2567,สิงหาคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,41,36,5,0,0,0,0,3,0,0,3,1
2567,สิงหาคม,กระบี่,รย. 12 รถจักรยานยนต์,8938,7264,1246,137,1,586,0,735,1,0,53,691
2567,สิงหาคม,กระบี่,รย. 13 รถแทร็กเตอร์,61,50,1,0,0,3,0,0,0,0,0,4
2567,สิงหาคม,กระบี่,รย. 14 รถบดถนน,1,0,0,0,0,0,0,0,0,0,0,0
2567,สิงหาคม,กระบี่,รย. 16 รถพ่วง,3,2,0,0,0,0,0,0,0,0,0,0
2567,สิงหาคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,10,8,0,0,1,0,0,0,0,0,1,0
2567,สิงหาคม,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,19,9,0,0,7,0,0,1,0,0,1,0
2567,สิงหาคม,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,324124,255186,23474,927,526,4373,551,53413,650,160,3559,49464
2567,สิงหาคม,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,13833,10659,901,141,29,124,26,2076,101,8,235,1924
2567,สิงหาคม,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,74135,58344,3386,214,44,1620,218,11337,349,14,2570,10998
2567,สิงหาคม,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,45,43,6,0,1,0,0,0,0,0,5,1
2567,สิงหาคม,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,6715,5786,237,64,1,6,11,772,3,3,368,461
2567,สิงหาคม,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),71,71,0,0,0,0,0,1,0,2,6,2
2567,สิงหาคม,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,920,894,39,21,0,0,0,47,0,16,59,96
2567,สิงหาคม,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,30,27,5,0,0,0,0,0,0,0,0,2
2567,สิงหาคม,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,115,103,5,0,5,0,0,8,0,0,5,3
2567,สิงหาคม,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,6,6,0,0,0,0,0,0,0,0,0,0
2567,สิงหาคม,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,225407,191097,36015,2165,315,4278,315,24481,5710,27,2281,27461
2567,สิงหาคม,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,14857,13975,1342,30,0,217,14,743,56,0,59,897
