ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2565,มีนาคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6745,5584,339,10,4,240,6,548,3,0,105,519
2565,มีนาคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,219,168,3,19,1,6,0,24,3,0,2,24
2565,มีนาคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5538,4733,334,29,4,137,3,423,7,0,125,367
2565,มีนาคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,7,6,0,0,0,0,0,0,1,0,0,1
2565,มีนาคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,30,29,0,0,0,0,0,1,0,0,2,0
2565,มีนาคม,กระบี่,รย. 12 รถจักรยานยนต์,8847,7622,1131,109,1,497,3,639,4,0,44,515
2565,มีนาคม,กระบี่,รย. 13 รถแทร็กเตอร์,74,43,0,1,0,5,0,1,2,0,0,12
2565,มีนาคม,กระบี่,รย. 14 รถบดถนน,7,4,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กระบี่,รย. 15 รถใช้ในงานเกษตรกรรม,1,0,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กระบี่,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,26,23,0,0,0,0,0,1,1,0,0,0
2565,มีนาคม,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,352407,278578,38892,821,359,4450,670,57357,461,154,5451,50606
2565,มีนาคม,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,13217,9112,709,276,26,141,25,2181,115,15,220,1770
2565,มีนาคม,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,88090,69903,7675,264,115,1534,398,14082,273,24,3076,12425
2565,มีนาคม,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,45,45,1,0,0,0,0,0,0,0,1,0
2565,มีนาคม,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,8003,7199,41,81,3,3,3,766,2,24,708,451
2565,มีนาคม,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),103,102,0,0,0,0,0,1,0,0,1,2
2565,มีนาคม,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,647,588,2,4,0,0,0,63,22,30,64,70
2565,มีนาคม,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,14,11,0,0,0,0,0,5,0,0,2,1
2565,มีนาคม,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,176,165,5,0,1,0,0,19,2,0,4,8
2565,มีนาคม,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,1,0,0,0,0,0,0,0,0,0,0,1
2565,มีนาคม,กรุงเทพมหานคร,รย. 12 รถจักรยานยนต์,236217,197847,40270,1990,360,3580,322,29872,6245,26,2778,33204
2565,มีนาคม,กรุงเทพมหานคร,รย. 13 รถแทร็กเตอร์,27417,26305,1251,31,0,278,9,734,68,7,44,1022
2565,มีนาคม,กรุงเทพมหานคร,รย. 14 รถบดถนน,282,213,30,4,0,0,0,6,8,0,5,11
2565,มีนาคม,กรุงเทพมหานคร,รย. 16 รถพ่วง,334,204,127,0,0,0,0,6,4,0,2,13
2565,มีนาคม,กรุงเทพมหานคร,รย. 17 รถจักรยานยนต์สาธารณะ,5882,5474,59,2,138,1,1,180,32,0,54,238
2565,มีนาคม,กาญจนบุรี,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,10260,8835,449,11,0,349,34,622,5,0,231,684
2565,มีนาคม,กาญจนบุรี,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,344,262,1,7,0,13,1,3,1,0,6,27
2565,มีนาคม,กาญจนบุรี,รย. 3 รถยนต์บรรทุกส่วนบุคคล,8069,7029,215,22,3,243,15,501,13,1,210,503
2565,มีนาคม,กาญจนบุรี,รย. 12 รถจักรยานยนต์,16720,14807,1088,172,2,763,2,786,115,0,125,1011
2565,มีนาคม,กาญจนบุรี,รย. 13 รถแทร็กเตอร์,349,271,41,3,0,20,0,41,0,0,1,14
2565,มีนาคม,กาญจนบุรี,รย. 14 รถบดถนน,9,4,0,0,0,0,0,1,0,0,0,0
2565,มีนาคม,กาญจนบุรี,รย. 16 รถพ่วง,5,2,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กาญจนบุรี,รย. 17 รถจักรยานยนต์สาธารณะ,47,44,0,0,0,0,0,0,12,0,1,7
2565,มีนาคม,กาฬสินธุ์,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6305,5380,240,19,0,283,32,431,6,0,106,456
2565,มีนาคม,กาฬสินธุ์,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,249,187,2,2,2,9,0,25,4,0,2,27
2565,มีนาคม,กาฬสินธุ์,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7338,6141,130,26,4,319,32,590,3,1,216,621
2565,มีนาคม,กาฬสินธุ์,รย. 12 รถจักรยานยนต์,12878,11647,1501,132,0,465,2,918,28,0,123,540
2565,มีนาคม,กาฬสินธุ์,รย. 13 รถแทร็กเตอร์,523,344,177,3,0,25,0,128,2,0,10,48
2565,มีนาคม,กาฬสินธุ์,รย. 14 รถบดถนน,8,6,1,1,0,1,0,0,0,0,0,2
2565,มีนาคม,กาฬสินธุ์,รย. 15 รถใช้ในงานเกษตรกรรม,4,0,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กาฬสินธุ์,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กาฬสินธุ์,รย. 17 รถจักรยานยนต์สาธารณะ,2,2,0,0,0,0,0,0,2,0,0,2
2565,มีนาคม,กำแพงเพชร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,7153,6055,254,13,0,298,7,525,4,1,87,490
2565,มีนาคม,กำแพงเพชร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,216,167,0,2,2,8,0,4,2,1,3,17
2565,มีนาคม,กำแพงเพชร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,7180,6202,139,21,3,243,6,495,1,0,161,422
2565,มีนาคม,กำแพงเพชร,รย. 12 รถจักรยานยนต์,15185,13894,1160,111,1,414,6,861,45,1,71,634
2565,มีนาคม,กำแพงเพชร,รย. 13 รถแทร็กเตอร์,864,680,98,13,0,59,2,92,2,0,1,57
2565,มีนาคม,กำแพงเพชร,รย. 14 รถบดถนน,17,13,1,0,0,1,0,0,0,0,0,0
2565,มีนาคม,กำแพงเพชร,รย. 15 รถใช้ในงานเกษตรกรรม,12,0,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กำแพงเพชร,รย. 16 รถพ่วง,2,2,0,0,0,0,0,0,0,0,0,0
2565,มีนาคม,กำแพงเพชร,รย. 17 รถจักรยานยนต์สาธารณะ,6,6,0,0,0,0,0,0,2,0,0,2
2565,มีนาคม,ขอนแก่น,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,24648,20970,1526,32,2,802,44,2114,9,6,312,1887
2565,มีนาคม,ขอนแก่น,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,724,561,25,7,1,31,2,38,2,0,2,46
2565,มีนาคม,ขอนแก่น,รย. 3 รถยนต์บรรทุกส่วนบุคคล,18753,16221,830,52,3,499,28,1579,10,5,530,1306
2565,มีนาคม,ขอนแก่น,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,16,12,0,0,0,0,0,2,1,0,0,2
2565,มีนาคม,ขอนแก่น,รย. 8 รถยนต์รับจ้างสามล้อ,21,8,0,0,0,0,0,1,0,13,2,14
2565,มีนาคม,ขอนแก่น,รย. 9 รถยนต์บริการธุรกิจ,1,1,0,0,0,0,0,0,1,0,0,1
2565,มีนาคม,ขอนแก่น,รย. 12 รถจักรยานยนต์,28570,25220,3663,301,0,872,24,2293,197,0,302,1770
2565,มีนาคม,ขอนแก่น,รย. 13 รถแทร็กเตอร์,790,620,205,5,0,36,0,117,2,1,0,34
2565,มีนาคม,ขอนแก่น,รย. 14 รถบดถนน,41,39,0,0,0,0,0,0,0,0,0,0
