ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2567,เมษายน,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,6147,5287,239,14,0,192,4,412,1,0,77,401
2567,เมษายน,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,199,149,5,5,5,14,0,13,9,0,0,24
2567,เมษายน,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4520,3900,94,11,2,117,3,278,4,0,72,301
2567,เมษายน,กระบี่,รย. 4 รถยนต์สามล้อส่วนบุคคล,3,3,1,0,0,0,0,0,0,0,0,0
2567,เมษายน,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,4,4,4,0,0,0,0,0,0,0,0,0
2567,เมษายน,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,36,31,8,0,1,1,0,0,0,0,3,0
2567,เมษายน,กระบี่,รย. 12 รถจักรยานยนต์,8969,7588,1313,150,0,436,2,675,52,0,67,616
2567,เมษายน,กระบี่,รย. 13 รถแทร็กเตอร์,32,25,0,0,0,4,0,1,1,0,0,2
2567,เมษายน,กระบี่,รย. 14 รถบดถนน,4,1,0,0,0,0,0,0,0,0,0,0
2567,เมษายน,กระบี่,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0
2567,เมษายน,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,21,21,1,1,1,0,0,0,0,0,0,0
2567,เมษายน,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,30,12,0,0,14,0,0,3,0,0,0,0
2567,เมษายน,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,295195,236039,20251,797,385,3404,600,46868,508,127,3294,42289
2567,เมษายน,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,10453,7600,591,101,16,110,30,1908,43,6,269,1675
2567,เมษายน,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,66906,53902,2668,167,82,1225,220,9651,180,20,2008,9180
2567,เมษายน,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,37,36,3,0,0,0,0,0,1,0,2,2
2567,เมษายน,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,5019,4365,132,60,4,2,15,520,1,2,418,356
2567,เมษายน,กรุงเทพมหานคร,รย. 7 รถยนต์สี่ล้อเล็กรับจ้าง (โดยสารไม่เกิน 7 คน),70,70,0,0,0,0,0,2,0,0,9,3
2567,เมษายน,กรุงเทพมหานคร,รย. 8 รถยนต์รับจ้างสามล้อ,684,661,20,9,0,0,0,40,0,14,57,64
2567,เมษายน,กรุงเทพมหานคร,รย. 9 รถยนต์บริการธุรกิจ,19,17,4,0,2,0,0,0,0,0,1,0
2567,เมษายน,กรุงเทพมหานคร,รย. 10 รถยนต์บริการทัศนาจร,134,109,15,0,2,0,10,17,0,0,1,5
2567,เมษายน,กรุงเทพมหานคร,รย. 11 รถยนต์บริการให้เช่า,1,1,0,0,0,0,0,0,0,0,0,0
