ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2569,มกราคม,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,7858,6852,444,9,12,190,5,487,1,0,30,435
2569,มกราคม,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,202,165,5,7,5,8,0,6,1,0,1,11
2569,มกราคม,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,5044,4492,149,12,2,77,0,301,1,0,57,254
2569,มกราคม,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,9,8,1,0,0,0,0,0,0,0,0,1
2569,มกราคม,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,5,5,0,0,0,0,0,0,0,0,0,0
2569,มกราคม,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,39,37,0,0,1,0,0,0,0,0,1,2
2569,มกราคม,กระบี่,รย. 12 รถจักรยานยนต์,9885,8268,1404,94,0,459,0,875,2,0,61,660
2569,มกราคม,กระบี่,รย. 13 รถแทร็กเตอร์,57,47,2,1,0,2,0,0,0,0,0,1
2569,มกราคม,กระบี่,รย. 14 รถบดถนน,4,2,0,0,0,0,0,1,0,0,0,0
2569,มกราคม,กระบี่,รย. 16 รถพ่วง,1,1,0,0,0,0,0,0,0,0,0,0
2569,มกราคม,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,16,10,0,0,5,0,0,0,1,0,0,1
2569,มกราคม,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,79,52,0,0,24,0,0,1,0,0,1,0
