ปี พ.ศ.,เดือน,จังหวัด,ประเภทรถ,รถที่ดำเนินการ,รถที่เสียภาษี,รถจดใหม่ป้ายแดง,รถจดใหม่ใช้แล้ว,รถเปลี่ยนประเภท,รถย้ายเข้า,รถย้ายออก,รถโอน,รถแจ้งไม่ใช้ตลอดไป,รถแจ้งไม่ใช้ชั่วคราว,รถเปลี่ยนแปลงรายการฯ,รถดำเนินการอื่นๆ
2566,พฤศจิกายน,กระบี่,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,5877,4751,243,16,1,251,8,569,7,0,82,512
2566,พฤศจิกายน,กระบี่,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,232,153,4,3,3,10,0,15,16,0,1,34
2566,พฤศจิกายน,กระบี่,รย. 3 รถยนต์บรรทุกส่วนบุคคล,4553,3779,104,19,0,163,2,354,2,0,110,338
2566,พฤศจิกายน,กระบี่,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,4,4,1,0,0,0,0,0,0,0,0,0
2566,พฤศจิกายน,กระบี่,รย. 9 รถยนต์บริการธุรกิจ,6,3,0,0,3,0,0,0,0,0,0,0
2566,พฤศจิกายน,กระบี่,รย. 10 รถยนต์บริการทัศนาจร,41,38,11,0,1,0,1,2,0,0,1,1
2566,พฤศจิกายน,กระบี่,รย. 12 รถจักรยานยนต์,9620,8230,1395,263,0,492,0,606,140,0,54,527
2566,พฤศจิกายน,กระบี่,รย. 13 รถแทร็กเตอร์,59,48,0,0,0,6,0,0,0,0,0,1
2566,พฤศจิกายน,กระบี่,รย. 14 รถบดถนน,3,2,0,0,0,0,0,0,0,0,0,0
2566,พฤศจิกายน,กระบี่,รย. 16 รถพ่วง,3,2,0,0,0,0,0,0,1,0,0,1
2566,พฤศจิกายน,กระบี่,รย. 17 รถจักรยานยนต์สาธารณะ,19,18,0,0,0,0,0,0,1,0,0,0
2566,พฤศจิกายน,กระบี่,รย. 18 รถยนต์รับจ้างผ่านระบบอิเล็กทรอนิกส์,23,4,0,0,17,0,0,1,0,0,1,0
2566,พฤศจิกายน,กรุงเทพมหานคร,รย. 1 รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,286729,214520,27117,911,243,4375,606,55650,550,133,3991,49358
2566,พฤศจิกายน,กรุงเทพมหานคร,รย. 2 รถยนต์นั่งส่วนบุคคลเกิน 7 คน,11371,8052,787,148,24,124,31,2179,57,9,327,1788
2566,พฤศจิกายน,กรุงเทพมหานคร,รย. 3 รถยนต์บรรทุกส่วนบุคคล,69591,52368,3641,209,60,1618,284,12459,262,20,2803,11267
2566,พฤศจิกายน,กรุงเทพมหานคร,รย. 4 รถยนต์สามล้อส่วนบุคคล,40,37,1,0,0,0,0,3,0,0,4,0
2566,พฤศจิกายน,กรุงเทพมหานคร,รย. 6 รถยนต์รับจ้างบรรทุกคนโดยสารไม่เกิน 7 คน,5870,4983,83,73,1,0,29,657,4,3,917,389
